"","num_collisions","temp","visib","wdsp","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","year_2019","year_2020","year_2021","year_2022","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week","isMon","isTue","isWed","isThur","isFri","isSat","isSun","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","day"
"558",587,70.4,7.7,4.5,0.01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,61,482,32,8,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
"559",624,69.6,9.6,5,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,56,530,29,7,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18
"560",480,65,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,38,398,26,10,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19
"561",451,65.2,9.1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,46,362,25,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
"562",587,67.1,5.9,5.4,0.02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,59,487,32,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22
"563",591,69.2,9.9,9.9,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,500,26,7,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23
"564",539,69.6,6.4,8.5,0.04,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,49,459,24,5,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24
"565",653,67.4,10,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,65,546,31,5,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25
"566",534,66.9,9.8,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54,449,25,3,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26
"567",476,68.6,9.9,7.6,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,382,39,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27
"568",595,69.4,4.8,10,0.01,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,71,481,28,9,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28
"569",605,67.3,9.3,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,55,515,29,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30
"570",626,67.7,9.6,6.3,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,521,28,9,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31
"571",667,67.5,9,5.3,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,70,552,32,7,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"572",589,68.2,6,5.2,0.04,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,489,30,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"573",606,69.2,3.7,6.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,58,510,29,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"574",562,70.1,4.4,4.3,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,465,25,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
"575",585,69.3,9.2,6.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,56,490,29,8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
"576",538,70.4,9.9,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,444,41,4,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9
"577",512,69.1,9.8,4.6,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,415,35,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
"578",604,66.3,7.8,3.6,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,72,494,31,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
"579",491,67.2,10,7.8,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,397,21,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
"580",625,67.8,9.1,9.7,0.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,62,521,31,4,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"581",522,66.8,10,8.8,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,49,437,24,6,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
"582",490,66.3,9.7,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,54,396,28,8,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16
"583",476,68.3,8.3,6.8,0.06,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,387,29,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
"584",595,67.9,9.8,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,64,497,25,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
"585",516,63.9,8.8,4.1,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,46,430,30,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
"586",551,63.8,9.9,6,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,51,462,30,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
"587",567,67.1,10,7.7,0.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,62,467,27,5,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21
"588",568,63.9,7.9,7.9,0.01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,66,469,25,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22
"589",454,65.6,9.8,10.8,0.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,50,361,35,6,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23
"590",437,63.9,10,9,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,359,29,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24
"591",549,63.3,10,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,453,23,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25
"592",608,63,10,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,76,494,29,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26
"593",538,67.5,6.5,7.3,0.02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42,456,36,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
"594",618,71,6.8,8.8,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,73,512,26,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28
"595",631,67.2,10,10.8,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,70,517,31,9,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29
"596",510,60.1,10,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,62,406,24,14,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30
"597",495,69.1,9.4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,45,405,33,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31
"598",580,74,8.1,9.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59,485,25,7,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"599",727,69.4,9.9,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,84,597,38,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"600",647,70.3,8.7,7.5,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,63,540,34,4,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"601",553,72,6.9,10.7,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,66,449,31,4,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
"602",477,70.1,9,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,396,20,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
"603",598,63.6,10,7.8,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,509,33,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
"604",592,64.6,10,10.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,52,502,30,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
"605",618,66.2,10,11.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,77,509,27,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
"606",619,64.4,9.7,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,510,30,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
"607",730,67.1,9.7,11.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85,608,34,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12
"608",558,59.9,9.6,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,460,21,6,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13
"609",528,62.2,10,9.6,0.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,431,32,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
"610",610,57.5,10,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,60,508,33,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
"611",613,61.2,10,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,57,521,24,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
"612",658,61.9,9.8,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,76,541,33,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
"613",650,61.1,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,68,545,30,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
"614",648,57.2,10,12.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,57,541,35,10,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19
"615",594,57,10,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,65,501,20,5,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20
"616",515,66.1,8.1,8.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,68,410,29,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
"617",592,59,10,9.3,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,63,497,26,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
"618",566,58.9,10,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,55,471,30,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24
"619",491,59.7,8.6,8.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,392,34,7,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
"620",600,63.5,9.9,6.2,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63,488,37,6,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27
"621",512,63.3,9.9,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,413,29,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28
"622",566,65.9,9.2,6.7,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63,473,23,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29
"623",589,63.3,6.7,7,0.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,495,15,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30
"624",719,58.5,9.2,13.1,0.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,81,586,42,6,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"625",531,59.4,6.8,5.7,0.02,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,73,414,31,6,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
"626",505,59.6,9.6,11,0.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51,412,33,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"627",639,55.7,10,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,539,26,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"628",620,63,10,11.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,82,502,29,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
"629",639,65.2,9.4,12.3,0.07,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,532,35,6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
"630",541,59,10,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47,449,32,12,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10
"631",451,50.9,10,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,69,346,28,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
"632",697,63.2,10,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,574,31,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
"633",575,64.9,9.9,9.5,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,466,28,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
"634",602,65,6.6,12,0.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,68,495,33,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
"635",494,62.7,9,7.5,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,61,395,31,5,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18
"636",483,56,10,10.7,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,393,29,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
"637",591,49,10,11.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,56,500,30,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20
"638",607,57.7,9.3,10.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,74,507,20,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
"639",639,59.5,8.7,10.7,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,530,29,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23
"640",515,54.7,10,10.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,55,421,30,5,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25
"641",515,57.6,10,13.1,0.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,59,413,31,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26
"642",642,54.1,10,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,77,524,27,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27
"643",571,54.3,9.9,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,62,478,21,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28
"644",556,61.9,8,9.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,69,453,27,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29
"645",626,56.1,9.4,8.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,65,514,35,6,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30
"646",668,51.3,10,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,559,37,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31
"647",656,53,8.8,18.8,0.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113,486,44,12,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"648",538,52.7,10,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,431,25,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"649",554,57.7,9.3,11.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,53,459,30,7,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"650",652,53.6,9.4,5.6,0.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87,534,28,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"651",543,43.9,10,13.9,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,62,445,29,3,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
"652",419,53.2,10,9.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46,339,20,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"653",560,48.2,9.6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,66,457,30,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
"654",493,51,9.5,8.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,401,30,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
"655",546,56.5,6,5.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,60,451,25,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
"656",696,49.8,8.6,8.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,98,569,18,8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"657",529,37,10,10.7,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,68,426,22,8,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15
"658",429,38.1,10,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46,347,24,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"659",666,52.1,6.5,9.5,0.09,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,102,518,38,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
"660",633,33.6,10,14.4,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,71,521,34,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
"661",635,45.7,9.8,16.1,0.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,522,31,8,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
"662",677,36.8,10,15.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,83,555,34,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21
"663",512,37.1,10,15.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,61,409,35,3,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,22
"664",425,52.6,8.9,18.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,340,25,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
"665",722,54.8,4.5,15.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,98,580,33,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
"666",742,48,6.7,11.9,0.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,592,22,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
"667",444,37,9.3,12.6,0.05,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,358,17,10,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28
"668",394,30.9,10,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36,336,16,4,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29
"669",377,46.1,9.9,9.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,311,24,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
"670",644,53.2,7.4,9.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,84,519,34,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"671",611,42.5,9.9,14.9,0.09,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,89,485,34,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"672",606,43.1,9.9,11.5,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,67,498,35,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"673",673,39.3,9.8,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,115,521,23,5,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"674",645,48.7,5.8,19.6,0.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,117,485,29,8,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"675",669,40.8,9.5,19.3,0.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,68,555,39,3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
"676",687,37,10,8.2,0.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,78,562,35,9,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12
"677",594,36.9,9.9,9.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,79,477,25,6,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13
"678",439,39,10,10.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,359,30,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
"679",720,37.8,9.9,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,94,572,41,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
"680",645,44,9.6,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,121,492,25,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
"681",555,48.6,8,8.8,0.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,83,432,29,6,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
"682",621,42.4,10,14.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,73,508,31,4,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
"683",652,37.3,10,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63,543,41,3,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19
"684",505,38.2,10,8.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,404,23,5,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20
"685",409,41.4,9.8,7.1,0.06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,339,21,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
"686",566,42.9,9.7,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,68,456,32,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
"687",732,47.4,6.6,11.1,0.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,582,42,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
"688",406,43.7,10,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,314,23,4,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27
