date,year,mo,da,temp,dewp,visib,wdsp,mxpsd,gust,max,min,prcp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,collision_date,num_collisions,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5
2012-07-01,2012,07,01,83.6,63.0,9.7,4.1,9.9,18.1,93.0,66.0,0.0,0,0,0,0,0,0,2012-07-01,538,538,491,39,7,0
2012-07-02,2012,07,02,80.3,54.1,10.0,3.8,15.0,999.9,88.0,66.9,0.0,0,0,0,0,0,0,2012-07-02,564,564,510,40,5,2
2012-07-03,2012,07,03,79.8,56.7,10.0,2.9,12.0,999.9,88.0,63.0,0.0,0,0,0,0,0,0,2012-07-03,664,664,603,41,6,2
2012-07-04,2012,07,04,81.8,65.6,9.2,3.6,11.1,999.9,91.0,68.0,0.06,0,1,0,0,0,0,2012-07-04,432,432,380,35,16,3
2012-07-05,2012,07,05,86.7,64.3,9.4,3.8,15.0,999.9,93.9,70.0,99.99,0,1,0,0,0,0,2012-07-05,591,591,548,51,14,5
2012-07-06,2012,07,06,81.9,62.3,10.0,3.1,9.9,999.9,91.0,66.9,0.0,0,0,0,0,0,0,2012-07-06,638,638,590,46,8,4
2012-07-07,2012,07,07,84.9,65.9,9.5,3.1,14.0,17.1,95.0,70.0,0.0,0,0,0,0,0,0,2012-07-07,490,490,439,26,3,0
2012-07-08,2012,07,08,80.6,65.5,8.5,3.1,8.0,15.9,90.0,70.0,0.59,0,1,0,0,0,0,2012-07-08,464,464,415,39,11,0
2012-07-09,2012,07,09,78.5,56.8,10.0,3.5,9.9,999.9,84.0,68.0,0.09,0,0,0,0,0,0,2012-07-09,533,533,479,38,10,2
2012-07-10,2012,07,10,76.5,56.3,10.0,3.4,9.9,999.9,86.0,61.0,0.0,0,0,0,0,0,0,2012-07-10,524,524,464,39,7,1
2012-07-11,2012,07,11,77.1,62.0,10.0,1.9,7.0,999.9,84.0,64.9,0.0,0,0,0,0,0,0,2012-07-11,565,565,513,35,5,0
2012-07-12,2012,07,12,77.4,60.2,10.0,2.3,7.0,999.9,88.0,57.0,0.0,0,0,0,0,0,0,2012-07-12,577,577,525,38,6,3
2012-07-13,2012,07,13,78.9,60.7,9.9,3.0,7.0,999.9,87.1,63.0,0.0,0,0,0,0,0,0,2012-07-13,603,603,553,39,12,2
2012-07-14,2012,07,14,78.5,62.7,10.0,3.5,13.0,19.0,82.0,68.0,0.0,1,0,0,0,0,0,2012-07-14,536,536,477,40,9,1
2012-07-15,2012,07,15,79.7,68.6,9.1,2.8,13.0,999.9,87.1,70.0,0.0,0,0,0,0,0,0,2012-07-15,494,494,451,31,8,0
2012-07-16,2012,07,16,79.0,67.9,9.2,4.0,14.0,22.0,91.0,70.0,0.26,0,1,0,0,0,0,2012-07-16,528,528,478,32,6,1
2012-07-17,2012,07,17,84.6,63.3,9.4,3.5,9.9,18.1,93.9,70.0,0.0,0,0,0,0,0,0,2012-07-17,648,648,592,34,7,2
2012-07-18,2012,07,18,85.3,69.1,7.2,3.7,13.0,20.0,100.0,73.0,0.0,1,1,0,0,0,0,2012-07-18,559,559,505,36,5,1
2012-07-19,2012,07,19,73.3,67.2,7.5,3.4,15.0,18.1,75.9,68.0,1.76,0,1,0,0,0,0,2012-07-19,522,522,469,52,14,4
2012-07-20,2012,07,20,67.2,62.8,7.4,6.5,13.0,21.0,73.9,61.0,0.17,0,1,0,0,0,0,2012-07-20,604,604,562,50,9,4
2012-07-21,2012,07,21,68.1,58.5,9.8,4.1,12.0,999.9,77.0,57.9,0.43,0,1,0,0,0,0,2012-07-21,528,528,473,47,10,3
2012-07-22,2012,07,22,72.5,59.4,10.0,2.0,8.0,999.9,82.0,54.0,0.0,0,0,0,0,0,0,2012-07-22,498,498,442,43,7,1
2012-07-23,2012,07,23,76.0,67.2,8.9,3.0,13.0,999.9,86.0,64.0,0.0,0,1,0,0,0,0,2012-07-23,505,505,455,34,12,3
2012-07-24,2012,07,24,80.3,67.3,8.1,6.0,15.0,18.1,90.0,70.0,0.15,0,1,0,0,0,0,2012-07-24,574,574,528,31,6,2
2012-07-25,2012,07,25,76.5,53.5,10.0,4.2,19.0,999.9,84.9,66.9,0.0,0,0,0,0,0,0,2012-07-25,612,612,551,42,5,2
2012-07-26,2012,07,26,78.0,62.4,8.9,4.3,13.0,29.9,87.1,66.9,0.0,1,1,0,0,0,0,2012-07-26,604,604,550,40,8,3
2012-07-27,2012,07,27,76.6,69.3,9.1,4.4,14.0,999.9,87.1,70.0,0.6,0,1,0,0,0,0,2012-07-27,638,638,580,44,10,2
2012-07-28,2012,07,28,75.5,69.6,7.0,3.9,8.0,15.9,84.0,68.0,0.0,1,1,0,0,0,0,2012-07-28,513,513,457,37,11,3
2012-07-29,2012,07,29,71.7,66.1,9.4,3.2,12.0,15.9,79.0,66.9,0.18,0,1,0,0,0,0,2012-07-29,376,376,339,27,9,2
2012-07-30,2012,07,30,73.1,65.1,10.0,2.2,8.9,999.9,79.0,64.9,0.01,0,0,0,0,0,0,2012-07-30,530,530,468,30,8,1
2012-07-31,2012,07,31,73.4,64.3,10.0,3.8,14.0,999.9,80.1,60.1,0.0,0,1,0,0,0,0,2012-07-31,540,540,481,37,5,2
2012-08-01,2012,08,01,72.2,68.4,7.8,2.5,9.9,999.9,78.1,66.9,0.55,1,1,0,0,0,0,2012-08-01,616,616,571,50,9,1
2012-08-02,2012,08,02,75.0,68.4,6.2,2.7,11.1,999.9,87.1,66.2,0.11,1,0,0,0,0,0,2012-08-02,570,570,513,37,3,0
2012-08-03,2012,08,03,77.9,70.8,6.0,4.4,13.0,18.1,89.1,69.1,0.0,1,0,0,0,0,0,2012-08-03,589,589,534,28,3,2
2012-08-04,2012,08,04,77.9,71.7,5.7,4.1,11.1,18.1,90.0,71.1,0.0,1,0,0,0,0,0,2012-08-04,568,568,509,34,7,0
2012-08-05,2012,08,05,78.1,72.4,5.8,6.1,15.0,22.9,91.0,69.1,0.0,1,1,0,0,0,0,2012-08-05,518,518,461,39,9,4
2012-08-06,2012,08,06,77.3,66.9,8.9,5.5,15.0,22.0,86.0,71.1,0.49,0,1,0,0,0,0,2012-08-06,593,593,539,41,10,3
2012-08-07,2012,08,07,75.2,58.1,10.0,1.2,9.9,999.9,82.9,63.0,0.01,0,0,0,0,0,0,2012-08-07,547,547,486,39,3,0
2012-08-08,2012,08,08,77.8,67.1,8.8,1.1,8.0,999.9,86.0,64.0,0.0,0,0,0,0,0,0,2012-08-08,528,528,477,29,8,1
2012-08-09,2012,08,09,78.2,69.6,9.3,2.3,7.0,15.0,88.0,61.0,0.0,0,0,0,0,0,0,2012-08-09,581,581,518,33,6,2
2012-08-10,2012,08,10,75.3,71.3,7.6,5.4,20.0,23.9,79.0,66.2,0.0,1,1,0,0,0,0,2012-08-10,617,617,564,46,6,1
2012-08-11,2012,08,11,77.7,71.5,7.8,6.9,16.9,28.0,87.1,71.1,1.1,0,1,0,0,0,0,2012-08-11,507,507,470,37,10,3
2012-08-12,2012,08,12,77.8,65.4,8.7,5.7,22.0,29.9,84.9,69.8,0.62,0,1,0,0,0,0,2012-08-12,505,505,454,55,11,1
2012-08-13,2012,08,13,76.3,61.2,9.2,4.3,13.0,999.9,86.0,69.1,0.05,0,0,0,0,0,0,2012-08-13,504,504,454,37,5,2
2012-08-14,2012,08,14,76.0,62.6,9.6,2.3,9.9,999.9,81.0,69.1,0.0,0,0,0,0,0,0,2012-08-14,520,520,469,33,7,3
2012-08-15,2012,08,15,73.6,68.9,6.5,3.5,9.9,999.9,81.0,66.2,0.01,1,1,0,0,0,0,2012-08-15,602,602,549,48,8,1
2012-08-16,2012,08,16,74.0,64.3,6.7,3.1,13.0,15.0,84.9,66.0,0.15,1,1,0,0,0,0,2012-08-16,613,613,561,34,8,2
2012-08-17,2012,08,17,77.9,60.7,9.5,3.3,15.0,17.1,88.0,69.1,0.0,0,1,0,0,0,0,2012-08-17,574,574,526,44,10,2
2012-08-18,2012,08,18,69.8,63.7,8.4,4.1,9.9,999.9,78.1,62.6,0.01,0,1,0,0,0,0,2012-08-18,540,540,482,32,5,0
2012-08-19,2012,08,19,68.7,55.0,10.0,1.3,12.0,999.9,75.0,62.1,0.23,0,0,0,0,0,0,2012-08-19,467,467,415,44,12,6
2012-08-20,2012,08,20,71.4,56.7,10.0,0.8,9.9,999.9,78.1,64.0,0.0,0,0,0,0,0,0,2012-08-20,473,473,430,35,8,1
2012-08-21,2012,08,21,72.8,57.2,10.0,2.5,12.0,999.9,81.0,60.8,0.0,0,0,0,0,0,0,2012-08-21,482,482,444,34,6,3
2012-08-22,2012,08,22,73.8,60.3,9.8,1.7,8.0,999.9,80.1,61.0,0.0,0,0,0,0,0,0,2012-08-22,504,504,464,36,8,1
2012-08-23,2012,08,23,74.7,61.7,8.9,2.0,8.9,999.9,84.0,62.6,0.0,0,0,0,0,0,0,2012-08-23,574,574,528,45,9,3
2012-08-24,2012,08,24,77.3,60.9,9.3,2.0,7.0,999.9,87.1,66.0,0.0,0,0,0,0,0,0,2012-08-24,601,601,552,47,6,2
2012-08-25,2012,08,25,75.7,65.2,7.3,3.2,13.0,18.1,84.0,62.6,0.01,1,0,0,0,0,0,2012-08-25,474,474,425,42,12,6
2012-08-26,2012,08,26,73.9,62.4,10.0,4.6,8.9,15.0,82.9,60.8,0.0,0,0,0,0,0,0,2012-08-26,471,471,418,36,8,0
2012-08-27,2012,08,27,71.9,66.3,8.6,2.7,8.9,18.1,81.0,55.4,0.01,1,1,0,0,0,0,2012-08-27,548,548,496,36,3,1
2012-08-28,2012,08,28,77.9,67.4,9.0,6.0,15.9,22.9,86.0,69.8,0.75,0,1,0,0,0,0,2012-08-28,587,587,533,43,4,0
2012-08-29,2012,08,29,73.3,53.2,10.0,4.7,15.0,21.0,79.0,64.4,0.01,0,0,0,0,0,0,2012-08-29,550,550,515,42,4,2
2012-08-30,2012,08,30,72.0,49.4,10.0,2.5,15.9,20.0,82.0,57.2,0.0,0,0,0,0,0,0,2012-08-30,618,618,562,30,6,2
2012-08-31,2012,08,31,78.7,56.1,9.9,3.9,20.0,27.0,90.0,68.0,0.0,0,0,0,0,0,0,2012-08-31,701,701,643,58,17,4
2012-09-01,2012,09,01,81.6,61.3,9.9,4.7,16.9,22.9,90.0,62.6,0.0,0,0,0,0,0,0,2012-09-01,515,515,468,46,13,4
2012-09-02,2012,09,02,75.4,65.9,9.8,3.2,11.1,999.9,80.1,62.1,0.0,0,0,0,0,0,0,2012-09-02,421,421,377,25,3,1
2012-09-03,2012,09,03,73.8,65.1,10.0,4.5,14.0,999.9,79.0,55.4,0.0,0,0,0,0,0,0,2012-09-03,373,373,334,33,8,2
2012-09-04,2012,09,04,72.6,68.4,8.8,4.7,15.9,999.9,79.0,60.8,0.02,0,1,0,0,0,0,2012-09-04,606,606,534,48,10,3
2012-09-05,2012,09,05,75.2,71.5,6.7,5.4,16.9,22.9,80.1,71.1,0.13,0,1,0,0,0,0,2012-09-05,601,601,552,46,11,3
2012-09-06,2012,09,06,73.2,65.3,9.7,2.3,12.0,999.9,79.0,62.6,0.59,0,1,0,0,0,0,2012-09-06,572,572,529,30,11,3
2012-09-07,2012,09,07,77.0,67.8,8.7,2.7,8.0,999.9,86.0,64.4,0.0,0,0,0,0,0,0,2012-09-07,680,680,623,46,8,2
2012-09-08,2012,09,08,75.3,69.6,8.8,5.8,15.9,28.9,81.0,69.1,0.0,1,1,0,0,0,0,2012-09-08,598,598,525,38,6,1
2012-09-09,2012,09,09,68.4,57.3,9.5,3.0,16.9,21.0,75.9,60.8,0.04,0,1,0,0,0,0,2012-09-09,464,464,406,36,9,2
2012-09-10,2012,09,10,65.4,49.1,10.0,5.7,20.0,26.0,71.1,55.4,0.16,0,1,0,0,0,0,2012-09-10,637,637,585,39,7,1
2012-09-11,2012,09,11,62.8,41.8,10.0,3.1,18.1,26.0,72.0,54.0,0.0,0,0,0,0,0,0,2012-09-11,521,521,478,30,5,1
2012-09-12,2012,09,12,68.5,49.7,10.0,2.1,9.9,999.9,80.1,55.0,0.0,0,0,0,0,0,0,2012-09-12,651,651,602,42,11,2
2012-09-13,2012,09,13,70.4,54.8,10.0,3.2,9.9,999.9,80.1,62.1,0.0,0,0,0,0,0,0,2012-09-13,632,632,574,34,7,0
2012-09-14,2012,09,14,70.5,57.7,9.7,2.3,9.9,999.9,80.1,55.4,0.0,0,0,0,0,0,0,2012-09-14,609,609,552,43,11,1
2012-09-15,2012,09,15,67.2,54.1,10.0,5.1,14.0,20.0,72.0,60.1,0.01,0,1,0,0,0,0,2012-09-15,557,557,513,34,13,4
2012-09-16,2012,09,16,65.1,46.5,10.0,1.9,13.0,20.0,73.0,53.6,0.0,0,0,0,0,0,0,2012-09-16,458,458,424,31,3,0
2012-09-17,2012,09,17,66.5,48.0,10.0,2.2,7.0,999.9,77.0,48.2,0.0,0,0,0,0,0,0,2012-09-17,452,452,399,31,6,0
2012-09-18,2012,09,18,70.6,64.8,7.6,5.5,19.0,27.0,75.2,57.2,0.11,1,1,0,0,0,0,2012-09-18,556,556,427,34,10,3
2012-09-19,2012,09,19,66.7,56.1,7.6,6.3,21.0,27.0,73.0,57.0,0.68,0,1,0,0,0,0,2012-09-19,612,612,545,44,10,0
2012-09-20,2012,09,20,61.0,48.3,10.0,4.6,15.9,22.9,68.0,55.0,0.04,0,0,0,0,0,0,2012-09-20,522,522,480,34,10,1
2012-09-21,2012,09,21,64.7,53.7,10.0,4.7,16.9,22.0,73.0,51.8,0.0,0,1,0,0,0,0,2012-09-21,654,654,598,44,10,1
2012-09-22,2012,09,22,66.3,60.6,8.1,5.6,15.0,20.0,75.9,60.1,0.01,0,1,0,0,0,0,2012-09-22,547,547,480,41,8,1
2012-09-23,2012,09,23,63.8,50.3,9.0,6.4,12.0,15.9,72.0,55.4,0.22,0,1,0,0,0,0,2012-09-23,480,480,424,34,5,2
2012-09-24,2012,09,24,59.0,40.4,10.0,3.3,12.0,20.0,66.2,53.1,0.0,0,0,0,0,0,0,2012-09-24,562,562,508,30,5,1
2012-09-25,2012,09,25,62.0,43.4,10.0,4.9,15.0,15.9,72.0,46.0,0.0,0,0,0,0,0,0,2012-09-25,594,594,524,38,7,3
2012-09-26,2012,09,26,67.7,56.8,10.0,4.3,14.0,999.9,75.9,62.6,0.0,0,0,0,0,0,0,2012-09-26,404,404,355,20,3,1
2012-09-27,2012,09,27,69.0,60.4,8.7,1.8,16.9,20.0,73.9,55.4,0.01,0,1,0,0,0,0,2012-09-27,620,620,563,36,8,3
2012-09-28,2012,09,28,65.2,61.8,5.9,5.1,15.9,22.9,69.1,51.8,0.25,1,1,0,0,0,0,2012-09-28,703,703,622,46,11,4
2012-09-29,2012,09,29,62.4,58.8,7.6,3.9,14.0,21.0,68.0,57.0,0.37,1,1,0,0,0,0,2012-09-29,485,485,444,33,6,2
2012-09-30,2012,09,30,60.5,52.5,9.5,3.9,14.0,20.0,68.0,55.9,0.75,0,1,0,0,0,0,2012-09-30,449,449,414,38,10,3
2012-10-01,2012,10,01,60.6,46.8,10.0,4.7,23.9,33.0,70.0,53.1,0.46,0,0,0,0,0,0,2012-10-01,555,555,502,28,4,2
2012-10-02,2012,10,02,63.7,54.2,7.3,2.4,9.9,999.9,70.0,60.1,0.0,0,1,0,0,0,0,2012-10-02,593,593,531,34,5,1
2012-10-03,2012,10,03,65.6,64.3,1.5,3.5,9.9,999.9,73.0,62.6,0.45,1,1,0,0,0,0,2012-10-03,502,502,454,38,6,0
2012-10-04,2012,10,04,68.6,66.2,2.9,2.2,13.0,999.9,73.4,62.6,0.01,1,1,0,0,0,0,2012-10-04,554,554,506,27,6,2
2012-10-05,2012,10,05,67.8,59.7,8.4,3.3,9.9,999.9,78.1,60.8,0.0,0,0,0,0,0,0,2012-10-05,693,693,624,54,8,4
2012-10-06,2012,10,06,66.1,57.9,7.0,5.2,15.0,21.0,75.0,57.0,0.01,1,0,0,0,0,0,2012-10-06,500,500,448,37,6,1
2012-10-07,2012,10,07,52.5,42.3,9.3,2.0,16.9,23.9,66.2,48.0,0.04,0,1,0,0,0,0,2012-10-07,481,481,407,29,12,7
2012-10-08,2012,10,08,49.9,42.9,9.0,3.5,15.9,23.9,55.9,44.1,0.2,0,1,0,0,0,0,2012-10-08,376,376,338,26,6,3
2012-10-09,2012,10,09,53.8,48.5,8.5,5.6,18.1,26.0,57.2,50.0,0.46,0,1,0,0,0,0,2012-10-09,570,570,513,38,3,0
2012-10-10,2012,10,10,58.2,53.8,7.5,5.2,15.9,22.9,64.9,53.1,0.03,0,1,0,0,0,0,2012-10-10,640,640,565,40,6,1
2012-10-11,2012,10,11,53.4,35.3,10.0,5.5,20.0,28.9,62.6,46.9,0.02,0,0,0,0,0,0,2012-10-11,657,657,583,45,9,0
2012-10-12,2012,10,12,51.2,35.9,10.0,5.3,19.0,25.1,62.6,48.0,0.0,0,0,0,0,0,0,2012-10-12,594,594,536,42,12,5
2012-10-13,2012,10,13,45.2,25.9,10.0,3.1,20.0,27.0,52.0,37.9,0.0,0,0,0,0,0,0,2012-10-13,547,547,497,40,7,2
2012-10-14,2012,10,14,58.7,45.9,10.0,5.0,20.0,26.0,69.1,44.6,0.0,0,0,0,0,0,0,2012-10-14,517,517,469,43,15,4
2012-10-15,2012,10,15,65.3,57.8,9.4,4.5,20.0,26.0,71.1,61.0,0.0,0,1,0,0,0,0,2012-10-15,607,607,551,43,5,0
2012-10-16,2012,10,16,55.8,42.5,9.9,5.8,15.9,25.1,64.0,50.0,0.12,0,1,0,0,0,0,2012-10-16,602,602,531,39,6,0
2012-10-17,2012,10,17,51.9,38.0,10.0,1.3,11.1,999.9,60.1,44.1,0.0,0,0,0,0,0,0,2012-10-17,615,615,546,49,6,3
2012-10-18,2012,10,18,56.8,46.7,9.7,3.1,9.9,15.9,64.9,42.8,0.0,0,0,0,0,0,0,2012-10-18,630,630,578,46,8,3
2012-10-19,2012,10,19,63.2,61.1,6.1,5.2,18.1,23.9,66.0,55.0,0.25,1,1,0,0,0,0,2012-10-19,738,738,661,46,7,2
2012-10-20,2012,10,20,62.7,58.6,5.0,6.3,18.1,22.0,69.1,57.9,0.13,1,1,0,0,0,0,2012-10-20,587,587,529,39,7,4
2012-10-21,2012,10,21,56.5,39.0,10.0,5.0,18.1,23.9,64.0,48.9,0.0,0,0,0,0,0,0,2012-10-21,426,426,382,40,6,2
2012-10-22,2012,10,22,57.8,40.1,10.0,4.3,20.0,26.0,66.0,48.9,0.0,0,0,0,0,0,0,2012-10-22,609,609,548,30,3,0
2012-10-23,2012,10,23,59.0,44.9,9.7,2.2,14.0,999.9,64.0,53.1,0.0,0,1,0,0,0,0,2012-10-23,522,522,471,19,3,0
2012-10-24,2012,10,24,57.1,53.5,6.4,4.1,9.9,999.9,59.0,51.8,0.07,0,1,0,0,0,0,2012-10-24,494,494,438,37,9,1
2012-10-25,2012,10,25,58.0,51.3,10.0,3.0,8.9,999.9,61.0,43.0,0.0,0,0,0,0,0,0,2012-10-25,511,511,458,32,4,1
2012-10-26,2012,10,26,60.8,53.4,10.0,1.5,7.0,999.9,64.9,39.2,0.0,0,0,0,0,0,0,2012-10-26,598,598,536,36,9,2
2012-10-27,2012,10,27,61.9,53.9,9.6,4.3,12.0,16.9,64.9,42.8,0.0,0,0,0,0,0,0,2012-10-27,524,524,474,32,7,3
2012-10-28,2012,10,28,57.7,50.0,9.6,11.9,22.0,32.1,61.0,53.6,0.0,0,0,0,0,0,0,2012-10-28,403,403,362,34,13,4
2012-10-29,2012,10,29,56.9,53.1,6.1,18.7,35.9,52.1,64.4,54.0,0.03,0,1,0,0,0,0,2012-10-29,298,298,149,14,3,1
2012-10-30,2012,10,30,53.9,48.9,8.1,8.9,22.0,46.0,64.4,50.0,1.97,0,1,0,0,0,0,2012-10-30,372,372,222,17,5,1
2012-10-31,2012,10,31,49.7,43.2,8.6,5.5,14.0,17.1,60.8,45.0,0.06,0,1,0,0,0,0,2012-10-31,549,549,470,22,6,1
2012-11-01,2012,11,01,47.7,37.4,10.0,6.0,19.0,23.9,57.2,43.0,0.04,0,0,0,0,0,0,2012-11-01,439,439,396,20,6,1
2012-11-02,2012,11,02,48.2,36.0,10.0,5.2,13.0,25.1,53.6,46.0,0.0,0,1,0,0,0,0,2012-11-02,345,345,305,14,2,0
2012-11-03,2012,11,03,44.7,30.1,10.0,7.6,15.0,25.1,51.8,42.1,0.01,0,0,0,0,0,0,2012-11-03,307,307,277,14,1,0
2012-11-04,2012,11,04,43.2,29.6,10.0,6.1,15.0,22.0,51.8,39.0,0.0,0,0,0,0,0,0,2012-11-04,344,344,301,20,6,0
2012-11-05,2012,11,05,42.3,27.3,10.0,5.5,19.0,23.9,48.2,37.9,0.0,0,1,0,0,0,0,2012-11-05,479,479,431,24,4,0
2012-11-06,2012,11,06,36.6,17.4,10.0,4.8,14.0,18.1,45.0,32.0,0.07,0,0,0,0,0,0,2012-11-06,514,514,457,31,6,1
2012-11-07,2012,11,07,37.1,27.1,7.3,10.1,42.0,55.9,48.2,30.9,0.0,1,1,1,0,0,0,2012-11-07,718,718,607,36,4,0
2012-11-08,2012,11,08,41.2,35.1,5.1,15.2,41.0,59.1,55.9,30.2,2.45,0,1,1,0,0,0,2012-11-08,550,550,458,25,7,1
2012-11-09,2012,11,09,43.3,25.8,9.8,9.6,30.9,43.9,53.1,36.0,0.17,0,1,0,0,0,0,2012-11-09,688,688,604,27,8,1
2012-11-10,2012,11,10,48.0,35.0,7.9,2.0,14.0,20.0,54.0,41.0,0.0,0,0,0,0,0,0,2012-11-10,444,444,397,29,11,5
2012-11-11,2012,11,11,54.7,45.1,7.0,1.6,9.9,999.9,63.0,37.4,0.0,0,0,0,0,0,0,2012-11-11,526,526,454,36,8,2
2012-11-12,2012,11,12,56.7,50.2,7.4,2.9,9.9,17.1,64.9,48.0,0.0,1,0,0,0,0,0,2012-11-12,547,547,477,39,6,2
2012-11-13,2012,11,13,52.4,47.5,8.8,6.1,25.1,29.9,62.6,44.1,0.06,0,1,0,0,0,0,2012-11-13,648,648,583,44,13,6
2012-11-14,2012,11,14,42.8,29.9,9.6,7.7,22.0,28.9,46.9,37.0,0.33,0,1,0,0,0,0,2012-11-14,625,625,565,26,6,1
2012-11-15,2012,11,15,40.4,25.0,10.0,5.3,21.0,27.0,48.2,36.0,0.0,0,0,0,0,0,0,2012-11-15,623,623,556,24,4,1
2012-11-16,2012,11,16,41.9,29.5,9.7,5.8,15.0,999.9,48.2,37.9,0.0,0,1,0,0,0,0,2012-11-16,672,672,612,40,1,0
2012-11-17,2012,11,17,43.6,27.9,10.0,4.7,16.9,22.0,51.1,39.0,0.0,0,0,0,0,0,0,2012-11-17,542,542,484,44,10,5
2012-11-18,2012,11,18,43.2,31.0,9.8,5.5,14.0,21.0,48.9,34.0,0.0,0,0,0,0,0,0,2012-11-18,446,446,401,34,7,2
2012-11-19,2012,11,19,43.0,34.8,10.0,6.3,16.9,22.9,53.6,37.9,0.0,0,0,0,0,0,0,2012-11-19,585,585,534,36,5,1
2012-11-20,2012,11,20,44.4,32.8,10.0,3.6,14.0,19.0,51.8,39.9,0.0,0,0,0,0,0,0,2012-11-20,671,671,603,33,6,3
2012-11-21,2012,11,21,46.5,32.7,10.0,4.2,16.9,22.0,53.6,41.0,0.0,0,0,0,0,0,0,2012-11-21,689,689,632,35,7,0
2012-11-22,2012,11,22,47.3,36.2,10.0,3.4,15.9,999.9,54.0,42.1,0.0,0,0,0,0,0,0,2012-11-22,384,384,356,40,11,5
2012-11-23,2012,11,23,48.3,40.8,8.9,3.4,8.9,999.9,54.0,39.2,0.0,1,0,0,0,0,0,2012-11-23,481,481,430,23,5,1
2012-11-24,2012,11,24,44.1,27.7,9.5,7.6,20.0,30.9,53.1,37.9,0.01,1,1,0,0,0,0,2012-11-24,458,458,418,32,5,1
2012-11-25,2012,11,25,36.6,17.2,10.0,7.1,22.9,30.9,41.0,33.1,0.0,0,0,0,0,0,0,2012-11-25,415,415,385,39,9,4
2012-11-26,2012,11,26,40.3,19.7,10.0,4.9,16.9,23.9,46.9,36.0,0.0,0,0,0,0,0,0,2012-11-26,563,563,514,38,7,2
2012-11-27,2012,11,27,38.7,27.2,7.0,4.4,9.9,999.9,44.6,33.8,0.0,0,1,1,0,0,0,2012-11-27,583,583,502,26,2,1
2012-11-28,2012,11,28,37.5,28.8,9.3,7.1,21.0,28.0,44.6,34.0,0.59,0,1,0,0,0,0,2012-11-28,512,512,455,29,7,1
2012-11-29,2012,11,29,37.5,21.9,9.7,5.8,15.9,22.9,43.0,32.0,0.01,0,0,0,0,0,0,2012-11-29,515,515,458,30,6,0
2012-11-30,2012,11,30,41.3,25.8,9.3,4.7,18.1,22.9,46.0,35.6,0.0,0,0,0,0,0,0,2012-11-30,576,576,513,31,3,1
2012-12-01,2012,12,01,38.5,32.1,9.3,9.2,14.0,22.0,45.0,34.0,0.0,0,1,0,0,0,0,2012-12-01,480,480,430,40,10,1
2012-12-02,2012,12,02,44.3,41.0,3.9,3.0,15.0,999.9,53.6,41.0,0.08,1,0,0,0,0,0,2012-12-02,455,455,395,40,11,3
2012-12-03,2012,12,03,53.5,45.3,7.0,3.9,15.0,999.9,60.1,39.2,0.04,0,1,0,0,0,0,2012-12-03,621,621,562,33,2,1
2012-12-04,2012,12,04,51.9,47.1,5.6,2.9,9.9,999.9,62.1,37.4,0.04,1,1,0,0,0,0,2012-12-04,621,621,561,50,12,5
2012-12-05,2012,12,05,52.6,41.5,9.1,6.3,19.0,28.0,57.9,39.9,0.01,0,1,0,0,0,0,2012-12-05,514,514,449,32,6,1
2012-12-06,2012,12,06,35.0,16.8,10.0,3.6,19.0,27.0,45.0,28.0,0.01,0,0,0,0,0,0,2012-12-06,620,620,568,42,12,2
2012-12-07,2012,12,07,38.8,30.9,7.9,1.9,12.0,999.9,48.2,26.6,0.0,0,1,0,0,0,0,2012-12-07,714,714,604,41,6,3
2012-12-08,2012,12,08,47.3,46.0,3.7,3.5,15.9,22.0,55.4,42.8,0.32,1,1,0,0,0,0,2012-12-08,580,580,495,43,8,2
2012-12-09,2012,12,09,46.2,41.7,7.2,5.4,15.9,21.0,50.0,42.1,0.25,0,1,0,0,0,0,2012-12-09,544,544,446,40,9,0
2012-12-10,2012,12,10,50.3,49.5,2.8,5.7,19.0,26.0,57.9,43.0,0.35,1,1,0,0,0,0,2012-12-10,619,619,536,37,8,4
2012-12-11,2012,12,11,50.1,43.2,7.3,6.0,19.0,26.0,59.0,42.8,0.23,1,1,0,0,0,0,2012-12-11,578,578,522,40,11,3
2012-12-12,2012,12,12,40.1,23.6,10.0,3.3,12.0,19.0,43.0,33.8,0.01,0,0,0,0,0,0,2012-12-12,550,550,498,32,6,1
2012-12-13,2012,12,13,40.3,24.6,10.0,1.7,11.1,999.9,46.0,32.0,0.0,0,0,0,0,0,0,2012-12-13,545,545,483,28,5,0
2012-12-14,2012,12,14,41.4,23.2,10.0,4.1,18.1,25.1,48.0,28.0,0.0,0,0,0,0,0,0,2012-12-14,648,648,575,48,7,4
2012-12-15,2012,12,15,42.6,27.1,9.9,2.8,13.0,19.0,46.9,33.8,0.0,0,0,0,0,0,0,2012-12-15,523,523,464,37,5,2
2012-12-16,2012,12,16,44.5,37.8,7.5,6.5,19.0,27.0,46.9,30.2,0.0,0,1,0,0,0,0,2012-12-16,500,500,420,55,14,3
2012-12-17,2012,12,17,42.0,40.4,5.6,9.5,20.0,28.0,50.0,39.0,0.44,0,1,0,0,0,0,2012-12-17,649,649,548,38,7,3
2012-12-18,2012,12,18,47.3,44.5,5.3,7.0,12.0,22.0,54.0,42.1,0.34,0,1,0,0,0,0,2012-12-18,645,645,567,50,7,1
