collision_date,NUM_COLLISIONS,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5
2015-04-28,613,613,550,36,8,2
2015-05-07,684,679,605,37,5,0
2015-04-27,558,554,494,33,10,3
2015-05-11,645,645,572,46,6,3
2020-05-25,214,213,164,38,9,5
2020-06-08,235,233,168,19,8,1
2020-04-04,156,156,108,15,4,1
2020-03-09,546,542,466,29,2,1
2020-03-13,551,549,465,27,6,0
2020-03-06,673,672,558,42,7,4
2020-03-10,450,448,383,23,7,3
2020-02-22,407,407,335,39,14,5
2020-02-12,438,438,378,31,6,0
2020-01-19,360,360,278,29,8,2
2020-01-28,404,404,343,19,3,0
2020-01-21,556,555,480,29,2,0
2020-01-05,291,291,237,22,6,1
2020-01-10,522,520,443,36,8,0
2019-12-14,577,574,472,41,11,5
2019-12-21,520,519,425,46,12,5
2019-12-13,760,754,584,46,9,2
2019-12-11,578,573,472,39,7,0
2019-12-06,563,562,482,34,12,3
2019-11-09,502,500,433,39,11,1
2019-11-08,676,674,578,48,14,3
2019-11-05,440,439,372,33,1,1
2019-10-30,595,591,486,33,7,2
2019-10-15,549,547,472,23,3,1
2019-10-12,502,498,421,32,10,2
2019-10-08,523,522,451,37,9,1
2019-09-28,532,532,440,47,10,4
2019-07-27,602,602,510,59,17,4
2019-07-03,654,651,581,40,7,2
2019-09-02,427,424,368,49,10,4
2019-08-25,482,479,402,44,11,4
2019-08-21,522,521,445,34,6,3
2019-09-06,591,591,503,30,9,1
2019-08-29,592,589,515,34,10,2
2019-09-05,628,625,542,36,6,0
2015-02-28,538,537,479,38,14,1
2015-03-29,505,503,461,40,6,1
2015-04-12,443,440,403,44,6,5
2015-04-02,653,650,573,35,7,1
2015-03-05,830,829,748,54,16,7
2015-03-17,528,525,446,36,12,2
2015-03-04,574,571,499,25,5,1
2015-03-22,432,432,390,41,9,2
2015-03-21,507,503,430,35,7,1
2015-02-17,620,620,545,42,8,4
2015-02-09,547,545,469,29,8,1
2015-01-22,508,507,435,26,6,1
2015-01-25,406,405,357,31,8,3
2015-01-19,496,496,438,25,4,3
2015-01-07,538,537,469,28,4,1
2015-01-08,573,572,505,29,6,0
2014-12-31,461,460,409,34,8,2
2014-12-10,649,645,543,28,5,2
2014-12-06,628,628,515,46,13,3
2014-12-08,579,576,504,38,8,2
2014-12-19,652,651,588,45,4,1
2014-10-29,556,554,485,32,5,3
2014-11-05,554,550,497,38,8,1
2014-11-09,419,418,372,33,13,7
2014-10-25,515,514,459,38,8,3
2014-09-26,643,641,569,36,6,0
2014-10-09,499,498,435,23,4,0
2014-10-20,591,590,534,34,4,0
2019-07-22,641,640,544,33,4,1
2019-08-02,610,609,535,41,12,4
2019-07-31,604,603,505,33,6,3
2019-07-24,626,622,534,39,12,2
2019-07-09,661,659,558,41,5,1
2019-07-04,394,391,320,41,11,2
2019-07-08,592,592,517,50,6,2
2019-05-12,589,587,501,52,9,3
2019-05-15,691,691,583,41,6,1
2019-04-08,594,594,505,28,6,3
2019-05-31,765,762,656,53,8,2
2019-06-07,734,733,658,42,7,3
2019-06-01,557,557,494,44,13,2
2019-06-14,749,746,628,46,10,2
2019-06-20,697,697,602,50,11,5
2019-05-07,647,646,560,42,14,4
2019-05-08,649,645,557,46,12,2
2019-03-10,462,462,373,37,14,4
2019-03-07,556,555,477,29,4,3
2019-03-14,611,609,524,30,3,1
2019-03-15,673,671,570,49,9,1
2019-03-28,644,640,548,35,7,1
2019-03-01,711,710,609,49,4,0
2014-10-10,541,540,493,44,12,0
2014-09-02,700,697,641,49,11,2
2014-08-22,568,566,500,31,6,2
2014-08-12,491,491,423,26,5,0
2014-08-27,538,537,495,39,3,0
2014-07-28,595,593,522,41,13,4
2014-05-31,587,587,507,36,9,3
2014-07-01,616,615,536,28,4,3
2014-07-20,451,449,403,41,16,5
2014-06-12,563,559,505,38,8,1
2014-06-27,660,657,596,49,8,1
2014-06-08,516,516,466,36,8,6
2014-06-10,569,569,520,31,9,1
2014-05-18,507,507,448,31,9,3
2014-05-07,603,598,538,43,6,0
2014-04-25,617,616,557,36,7,2
2014-02-23,414,412,359,28,6,2
2014-04-09,595,595,507,50,7,3
2014-05-02,698,698,627,48,10,2
2014-05-01,650,649,565,51,6,1
2014-03-22,493,493,418,33,5,2
2019-02-28,699,697,597,49,10,2
2019-01-14,703,701,592,38,8,3
2019-01-24,592,586,462,33,8,2
2019-01-08,571,568,464,30,5,2
2019-01-17,586,584,502,31,7,0
2019-01-31,601,599,512,35,4,0
2018-12-16,622,620,483,37,11,4
2018-12-13,686,684,574,43,7,2
2018-12-11,707,706,604,47,8,2
2018-12-24,580,578,481,45,8,2
2018-11-20,695,694,596,41,10,2
2018-11-24,536,536,437,33,15,3
2018-12-06,681,678,590,36,7,3
2018-11-16,720,717,579,36,4,1
2018-11-18,470,470,380,32,10,5
2018-11-13,754,753,647,32,7,1
2018-11-06,679,675,558,44,10,1
2018-11-03,656,655,533,52,9,3
2018-10-20,629,627,546,44,8,1
2018-09-17,673,673,572,48,7,0
2018-09-25,715,712,599,51,12,4
2018-10-13,577,577,488,46,10,4
2018-10-16,688,685,594,34,11,2
2018-08-03,749,748,631,43,8,3
2018-08-09,709,706,600,46,8,1
2018-08-19,490,489,413,34,12,3
2018-08-20,562,560,483,34,6,3
2018-08-15,645,644,562,43,8,2
2018-08-17,703,699,619,44,6,2
2014-04-04,622,621,513,37,6,0
2014-03-01,497,497,443,39,9,4
2014-03-06,558,557,480,31,7,1
2014-02-09,450,449,411,31,9,2
2014-03-03,440,440,379,23,2,0
2014-02-03,960,960,829,75,17,2
2014-01-22,498,498,447,19,2,0
2014-01-11,465,465,374,18,4,1
2014-01-29,649,649,549,47,5,2
2014-01-07,491,491,438,25,3,0
2013-12-23,707,705,604,44,10,2
2013-12-16,640,638,577,39,7,2
2013-12-11,605,605,525,37,9,2
2013-11-09,571,571,504,39,14,3
2013-11-17,532,532,461,52,8,3
2013-11-22,702,700,622,46,10,1
2013-11-30,479,478,433,31,8,0
2013-11-20,607,605,533,39,13,2
2013-11-04,658,657,583,38,6,2
2013-10-28,620,618,534,40,6,3
2013-10-25,647,647,589,35,8,1
2013-11-03,415,415,380,44,13,3
2013-10-07,618,617,546,38,8,3
2013-10-30,558,558,505,42,9,3
2013-11-02,551,551,501,47,13,6
2013-09-15,476,476,425,40,10,3
2013-10-01,616,616,551,35,6,0
2013-09-23,661,661,575,38,5,0
2013-09-28,547,545,498,42,9,1
2018-07-21,622,620,519,51,11,3
2018-07-15,564,563,462,54,16,4
2018-06-21,815,811,697,54,15,3
2018-06-30,651,650,560,50,14,3
2018-05-28,409,407,332,30,7,1
2018-05-14,689,688,592,50,11,4
2018-04-27,690,690,614,23,0,0
2018-04-17,600,599,508,23,3,1
2018-03-08,633,630,522,30,4,0
2018-03-19,686,684,593,28,8,1
2018-03-15,689,685,582,49,8,2
2018-03-23,732,731,639,45,13,2
2018-03-18,526,519,452,36,7,4
2018-02-27,631,626,541,27,3,1
2018-02-18,472,470,385,29,8,3
2018-02-07,653,653,519,43,10,4
2018-02-02,617,614,530,47,8,5
2013-08-13,552,551,493,31,6,1
2013-09-02,431,429,370,34,9,2
2013-09-04,604,604,542,52,8,2
2013-08-14,622,622,552,31,2,1
2013-09-09,632,632,555,40,8,1
2013-08-28,482,481,421,42,7,0
2013-08-11,481,480,423,42,11,1
2013-08-08,549,548,482,31,6,1
2013-08-10,495,494,436,38,5,2
2013-08-07,508,507,451,27,4,3
2013-07-31,553,553,510,38,9,3
2013-07-24,571,571,519,36,7,1
2013-08-02,626,626,567,39,4,0
2013-07-16,582,581,531,40,10,3
2013-07-23,571,570,498,28,5,0
2013-06-29,591,590,537,52,12,3
2013-06-13,534,534,467,33,10,3
2013-06-10,624,622,549,39,11,2
2013-05-31,736,733,662,42,9,3
2013-05-15,532,531,485,31,5,1
2013-05-14,565,561,492,29,3,2
2013-05-06,561,560,488,51,7,2
2013-04-26,675,674,608,45,2,1
2013-05-03,686,685,622,35,8,1
2013-05-10,698,698,635,56,15,3
2013-04-02,437,436,393,28,5,1
2013-03-21,508,507,462,35,3,1
2013-03-22,604,602,528,41,11,4
2013-03-26,425,425,379,31,6,1
2013-04-08,582,582,534,43,10,3
2013-03-30,513,512,442,41,13,4
2013-03-25,498,496,434,27,6,1
2013-02-17,447,446,386,30,5,1
2013-02-26,537,537,463,43,12,2
2013-02-23,521,521,447,39,12,4
2013-03-16,521,519,451,38,6,0
2018-01-11,696,693,574,40,4,1
2018-01-24,615,614,525,44,9,1
2017-12-26,543,542,460,34,7,3
2017-12-23,565,564,470,44,8,4
2017-12-11,725,721,603,33,3,0
2017-12-05,704,702,606,49,4,1
2017-11-01,607,606,512,26,2,1
2017-10-11,628,625,534,36,7,0
2017-10-05,657,655,551,33,9,4
2017-10-14,567,567,484,48,8,2
2017-09-26,656,655,541,35,3,1
2017-10-13,658,657,571,34,9,1
2017-10-03,687,686,604,46,4,2
2017-09-19,661,658,579,41,8,4
2017-07-08,585,581,501,35,5,0
2017-08-30,671,671,563,37,7,2
2017-08-18,612,609,524,38,8,3
2017-08-21,627,623,530,42,6,2
2017-08-23,629,625,534,33,4,2
2017-08-13,563,560,482,43,9,2
2017-08-22,684,683,597,39,7,1
2013-03-13,636,636,577,51,9,1
2013-02-20,510,510,453,28,2,0
2013-02-14,631,630,555,40,6,0
2013-02-10,400,400,350,35,5,2
2013-02-04,553,553,488,38,10,4
2013-01-30,497,497,439,35,8,4
2013-01-18,561,561,516,31,7,4
2013-02-03,445,445,396,49,12,5
2013-01-24,554,554,489,42,11,2
2013-02-08,703,701,583,54,8,2
2012-12-16,500,500,420,55,14,3
2012-12-29,442,442,362,40,11,1
2012-12-18,645,645,567,50,7,1
2013-01-02,480,480,436,39,11,1
2013-01-03,549,549,487,34,4,2
2012-12-25,354,354,303,20,6,1
2013-01-05,389,389,345,28,7,2
2012-12-05,514,514,449,32,6,1
2012-11-14,625,625,565,26,6,1
2012-10-25,511,511,458,32,4,1
2012-11-05,479,479,431,24,4,0
2012-10-30,372,372,222,17,5,1
2012-10-14,517,517,469,43,15,4
2012-09-19,612,612,545,44,10,0
2012-09-15,557,557,513,34,13,4
2012-09-06,572,572,529,30,11,3
2012-08-25,474,474,425,42,12,6
2012-09-04,606,606,534,48,10,3
2012-08-12,505,505,454,55,11,1
2012-07-15,494,494,451,31,8,0
2017-07-27,610,607,526,39,11,2
2017-07-23,554,554,459,37,12,3
2017-07-07,674,671,583,55,7,1
2017-07-02,537,534,455,44,10,4
2017-06-15,771,766,663,50,9,3
2017-06-22,845,842,735,59,8,1
2017-06-14,754,754,656,49,12,3
2017-06-03,637,636,555,57,19,2
2017-05-30,647,646,565,46,13,2
2017-05-15,729,727,651,36,9,0
2017-04-04,598,598,530,28,7,1
2017-02-23,581,578,478,26,6,1
2017-04-11,519,518,434,35,9,1
2017-04-08,627,626,538,43,10,4
2017-03-28,592,590,481,30,8,1
2017-03-15,650,650,525,28,3,1
2017-03-22,617,615,517,35,9,4
2017-03-16,839,839,726,48,5,2
2017-03-12,516,515,451,50,13,4
2017-03-10,612,611,517,33,6,0
2017-02-21,483,480,408,29,5,1
2017-02-14,688,686,589,39,8,0
2017-02-15,603,602,519,31,9,2
2016-12-30,583,581,500,37,9,3
2012-08-07,547,547,486,39,3,0
2012-07-02,564,564,510,40,5,2
2022-09-25,282,282,222,37,9,1
2022-10-27,260,257,194,20,7,5
2022-10-25,275,274,205,22,7,1
2016-12-09,701,699,604,41,11,2
2016-12-23,692,690,582,36,8,3
2016-11-19,692,690,587,63,18,2
2016-10-30,557,556,474,33,13,6
2021-09-18,319,316,241,39,7,1
2021-12-20,292,290,218,32,11,2
2021-05-09,266,266,214,28,12,5
2021-09-25,358,357,267,40,10,2
2022-01-05,306,304,221,52,25,13
2021-07-17,339,335,266,32,6,2
2021-08-02,325,324,257,26,9,3
2021-08-19,286,286,224,31,9,5
2021-08-22,257,255,190,36,13,6
2021-08-26,343,342,268,38,12,1
2021-09-08,334,333,263,27,6,2
2022-02-08,278,274,197,15,7,1
2022-02-11,319,317,250,31,7,0
2021-11-29,323,320,250,28,5,1
2022-02-22,244,244,180,23,6,1
2022-04-20,282,280,199,30,5,0
2022-03-09,286,285,212,17,3,2
2022-05-04,251,249,206,24,5,0
2022-03-18,361,361,293,37,13,5
2022-07-20,290,289,232,29,10,3
2016-10-27,831,828,693,43,10,1
2016-10-12,498,497,422,37,2,1
2016-09-29,624,619,526,52,8,2
2016-09-16,780,779,677,46,10,3
2016-10-06,764,762,663,40,6,0
2016-10-08,633,632,540,44,14,3
2016-09-04,466,464,388,43,10,1
2016-09-11,538,537,464,44,10,0
2016-07-30,599,599,512,55,11,2
2016-07-28,709,706,611,51,6,1
2016-07-08,612,612,526,34,5,1
2016-06-28,675,674,576,30,9,0
2016-07-16,623,621,531,44,12,3
2016-07-09,498,498,412,34,4,1
2016-06-08,763,759,657,57,16,8
2016-05-18,676,674,601,32,3,1
2016-05-31,760,760,669,49,10,1
2016-06-02,683,682,607,49,11,2
2016-05-13,766,762,666,49,6,2
2016-05-26,742,741,659,48,9,2
2016-04-13,700,697,609,40,10,2
2016-04-24,448,448,377,32,5,0
2016-05-06,728,725,624,48,10,3
2016-04-22,741,737,632,38,8,2
2016-04-29,517,514,447,31,6,2
2016-04-11,624,623,547,48,12,2
2016-03-25,546,546,460,36,8,3
2016-03-20,479,477,386,39,11,4
2016-02-03,579,574,472,18,1,1
2015-12-26,395,394,355,29,7,2
2016-01-18,481,477,409,35,3,1
2016-01-10,462,462,389,29,9,1
2016-01-05,640,634,561,31,6,2
2016-01-09,554,550,488,45,10,5
2016-01-02,422,422,380,24,4,0
2015-12-09,575,573,511,32,8,3
2015-10-31,357,355,312,26,5,1
2022-05-20,323,322,250,29,7,2
2022-06-15,360,358,283,35,7,3
2022-06-26,343,342,269,31,9,3
2022-08-25,274,274,223,25,5,1
2021-03-01,224,224,166,17,4,0
2021-02-23,240,238,184,19,5,1
2021-02-15,208,207,150,25,8,2
2021-04-07,303,301,237,26,9,4
2021-01-17,210,207,156,26,9,3
2021-01-13,245,245,187,27,9,5
2020-12-21,268,259,201,24,7,1
2021-01-29,291,289,217,28,8,2
2021-01-19,261,260,189,27,8,1
2020-10-24,301,301,226,30,11,4
2020-11-25,276,276,221,24,8,6
2020-11-02,327,325,248,24,6,3
2020-10-30,394,392,284,34,10,4
2020-11-16,305,305,221,26,6,1
2020-11-07,329,329,258,41,15,8
2020-05-16,217,216,163,20,4,2
2020-09-07,295,293,226,33,9,2
2020-09-04,383,378,302,32,9,1
2020-08-26,310,308,237,28,7,2
2020-07-11,274,272,198,31,10,2
2020-07-10,296,296,206,28,11,2
2020-08-06,356,354,280,37,6,3
2020-07-21,331,330,245,36,6,0
2020-07-29,318,316,244,29,9,2
2020-06-06,262,261,198,35,11,5
2020-06-10,238,236,188,25,9,4
2020-05-17,171,171,120,27,10,3
2015-10-20,714,713,615,43,5,1
2015-09-28,586,583,529,27,5,1
2015-09-19,655,653,584,43,11,4
2015-09-21,624,622,535,39,12,1
2015-09-29,557,556,493,31,6,2
2015-08-03,705,703,641,50,9,2
2015-07-16,686,684,607,33,7,1
2015-07-04,389,389,338,39,8,4
2015-07-25,451,450,413,41,7,3
2015-06-18,615,611,537,36,5,1
2015-06-14,578,577,521,33,9,3
2015-06-05,692,690,613,46,9,2
2015-06-01,691,690,602,30,8,0
2015-05-14,654,653,574,38,12,5
2015-05-15,723,719,655,38,6,3
2015-05-20,666,662,575,38,5,2
2020-02-16,387,384,305,36,7,2
2020-02-23,392,392,322,37,10,1
2020-03-12,456,456,383,29,6,2
2020-02-28,530,527,440,24,8,0
2020-03-05,529,526,455,39,7,1
2020-02-25,527,525,431,32,7,2
2020-01-20,390,388,325,29,12,5
2020-02-01,409,406,337,38,14,3
2020-02-07,604,601,476,43,9,2
2020-01-29,495,492,391,30,9,2
2020-01-11,439,436,351,48,17,3
2020-01-09,521,520,438,34,8,3
2020-01-08,454,451,365,22,5,3
2019-12-10,667,664,546,37,6,2
2019-11-20,526,524,449,29,9,1
2019-11-28,374,374,306,28,6,3
2019-11-16,527,524,431,40,8,3
2019-11-27,561,561,468,29,10,1
2019-10-22,562,561,468,39,14,6
2019-09-22,515,514,433,47,11,3
2019-09-15,604,604,519,45,11,4
2019-09-18,605,603,521,34,3,0
2019-09-17,635,635,542,31,5,0
2019-07-15,637,635,538,52,9,1
2015-03-25,538,535,468,31,5,1
2015-03-01,693,692,635,54,8,0
2015-02-18,626,622,538,35,10,2
2015-02-01,361,360,322,23,5,1
2015-01-24,428,427,359,31,2,1
2014-12-30,469,469,423,40,10,1
2014-12-22,566,565,497,41,9,2
2014-11-24,722,720,622,42,9,2
2014-11-29,394,393,357,21,5,1
2014-10-30,626,623,558,44,9,3
2014-11-14,654,652,577,39,8,2
2014-10-24,669,668,597,43,7,2
2014-10-19,483,483,428,35,6,1
2019-08-11,484,480,395,41,16,5
2019-06-17,552,551,473,29,3,0
2019-06-04,615,610,525,38,5,1
2019-05-29,601,600,522,32,10,2
2019-06-12,686,685,585,35,9,2
2019-06-05,655,653,563,53,4,2
2019-05-28,654,654,545,40,9,1
2019-05-05,529,528,427,38,9,2
2019-05-10,660,658,578,46,11,3
2019-04-07,487,485,410,40,9,0
2019-02-11,568,564,479,41,12,4
2019-01-23,553,553,464,36,8,4
2019-03-16,550,549,469,36,10,3
2019-03-29,563,560,489,42,9,3
2019-03-31,450,450,367,41,13,1
2019-02-07,588,585,499,23,9,3
2019-02-27,529,527,455,37,5,0
2019-02-05,570,567,479,31,10,5
2019-02-15,616,616,515,33,7,3
2019-03-03,503,500,398,30,7,2
2014-10-08,639,639,574,42,7,1
2014-08-31,495,492,447,42,9,1
2014-07-12,550,549,494,45,4,1
2014-07-05,505,505,437,35,6,1
2014-06-23,644,642,557,31,8,1
2014-05-13,560,559,498,35,6,2
2014-05-29,663,660,582,31,9,2
2014-05-05,618,616,557,44,11,1
2014-04-13,482,482,400,51,14,3
2014-04-29,555,554,501,34,5,0
2014-04-22,459,459,404,28,5,0
2014-04-10,645,645,553,33,5,1
2014-03-21,589,588,486,38,4,2
2019-01-06,376,375,301,33,9,0
2019-02-01,651,650,561,31,5,1
2019-01-28,565,563,467,37,6,2
2019-01-11,644,641,555,44,11,4
2018-12-14,841,836,701,51,7,2
2018-12-31,622,617,478,39,11,4
2018-12-07,705,704,618,49,7,0
2018-11-30,743,740,634,39,7,0
2018-12-02,558,556,445,45,7,4
2018-10-22,650,649,566,37,9,3
2018-10-25,763,763,651,38,4,1
2018-10-02,613,611,508,34,5,1
2018-10-11,741,738,626,46,9,2
2018-10-15,692,688,587,39,2,2
2018-10-12,830,828,700,54,4,0
2018-09-28,712,711,612,49,11,4
2018-09-29,604,602,527,58,13,2
2018-09-13,718,718,628,47,12,2
2018-08-11,568,566,493,34,3,2
2018-08-21,580,580,488,27,5,3
2018-08-18,579,576,482,44,9,5
2014-03-14,585,584,300,18,4,1
2014-03-19,525,524,422,28,4,0
2014-03-10,513,510,407,42,10,1
2014-02-05,468,468,391,17,5,0
2014-01-14,559,559,460,26,3,1
2014-01-02,603,602,506,39,8,3
2014-01-24,705,704,604,45,9,2
2014-01-28,504,504,439,30,4,1
2014-01-31,560,560,509,28,5,1
2014-01-19,380,380,329,37,6,3
2013-12-08,456,456,377,38,7,2
2013-12-31,465,462,406,23,3,1
2013-12-07,567,566,498,38,4,1
2013-12-26,428,425,369,31,6,2
2013-11-08,682,681,614,36,8,3
2013-11-14,620,617,538,38,8,1
2013-11-10,474,474,431,33,9,1
2013-12-01,420,419,362,31,6,3
2013-10-29,600,599,538,33,6,0
2013-10-17,574,573,506,35,5,0
2013-09-19,536,536,482,34,8,1
2018-07-14,577,577,500,45,7,1
2018-07-28,637,637,546,46,13,2
2018-07-09,672,670,585,44,10,0
2018-06-14,833,832,725,54,8,2
2018-06-15,728,727,625,54,15,3
2018-06-29,845,844,719,38,11,3
2018-05-30,708,706,595,34,2,1
2018-05-21,626,624,525,38,7,3
2018-04-14,624,623,525,58,13,6
2018-01-30,579,576,481,21,4,2
2018-01-16,617,616,503,39,12,4
2013-08-26,521,520,458,32,11,3
2013-08-27,506,506,456,27,5,2
2013-08-29,572,572,515,36,7,2
2013-07-09,583,581,527,38,9,1
2013-06-21,690,690,606,56,14,4
2013-06-30,423,423,382,26,4,1
2013-05-23,735,735,656,64,14,5
2013-05-24,668,665,592,36,9,3
2013-06-03,707,707,630,48,8,2
2013-05-26,455,454,403,38,5,2
2013-05-20,657,656,585,38,10,6
2013-05-25,514,514,450,32,5,1
2013-05-30,685,684,628,42,6,0
2013-04-17,535,535,475,47,5,1
2013-03-27,441,441,389,29,7,2
2013-03-24,451,450,391,31,7,2
2013-03-31,426,426,383,48,9,4
2013-04-14,472,472,422,36,8,3
2018-01-10,687,683,583,38,5,1
2018-01-27,510,506,439,40,9,2
2018-01-13,603,602,496,35,7,2
2017-12-12,687,685,589,43,7,1
2017-12-14,883,882,748,51,8,3
2017-11-22,774,773,678,30,6,1
2017-11-06,682,676,586,33,6,1
2017-11-04,613,611,529,39,10,2
2017-09-22,614,612,538,34,6,2
2017-10-12,603,599,515,39,4,1
2017-10-04,711,709,630,52,8,4
2017-09-06,608,604,520,39,11,2
2017-08-20,538,538,473,41,10,1
2017-08-06,519,515,437,42,10,2
2017-08-16,600,596,500,40,9,1
2013-02-18,398,397,358,23,4,2
2013-03-11,522,521,468,29,6,1
2013-02-11,475,475,401,25,2,0
2012-11-16,672,672,612,40,1,0
2013-01-17,491,490,427,25,7,1
2013-02-02,534,534,476,44,8,1
2013-01-16,578,578,480,39,9,2
2013-01-11,660,658,539,42,11,1
2012-12-11,578,578,522,40,11,3
2012-11-20,671,671,603,33,6,3
2012-11-29,515,515,458,30,6,0
2012-12-09,544,544,446,40,9,0
2012-11-18,446,446,401,34,7,2
2012-10-13,547,547,497,40,7,2
2012-10-27,524,524,474,32,7,3
2012-10-21,426,426,382,40,6,2
2012-11-06,514,514,457,31,6,1
2012-10-26,598,598,536,36,9,2
2012-09-22,547,547,480,41,8,1
2012-09-08,598,598,525,38,6,1
2012-09-09,464,464,406,36,9,2
2012-08-08,528,528,477,29,8,1
2017-07-14,707,704,622,38,13,6
2017-07-22,648,644,566,50,11,1
2017-04-27,688,686,608,44,7,4
2017-06-27,757,749,655,38,10,3
2017-06-29,767,767,693,41,10,2
2017-06-30,747,745,651,38,6,1
2017-06-19,819,817,702,47,7,1
2017-06-02,737,736,651,45,8,3
2017-04-26,630,629,535,21,5,0
2017-05-12,817,814,711,52,12,1
2017-03-26,456,452,366,32,12,1
2017-03-01,571,569,494,35,8,2
2017-02-26,462,460,391,40,7,4
2017-02-24,657,657,549,37,8,1
2017-02-16,652,651,557,41,4,2
2017-02-07,626,625,541,35,10,5
2017-02-05,429,427,373,40,10,2
2017-01-25,576,572,516,27,2,0
2022-09-06,336,336,256,38,8,3
2022-09-15,328,324,256,23,6,2
2022-09-01,299,297,232,32,4,1
2022-10-06,330,329,241,26,5,2
2022-10-10,208,206,156,12,1,0
2022-10-21,317,316,248,31,10,3
2022-10-31,213,212,173,20,0,0
2017-01-16,477,476,411,30,6,3
2017-01-01,485,482,375,44,13,5
2016-12-05,791,790,675,51,12,2
2016-11-07,699,696,610,43,9,2
2016-11-13,518,516,417,42,5,3
2016-11-21,684,682,583,42,9,2
2021-04-20,313,311,243,33,8,2
2021-09-14,342,340,261,30,5,1
2021-12-18,331,329,251,46,12,3
2021-09-15,356,355,283,28,9,3
2021-12-08,287,285,216,22,7,2
2022-04-19,256,254,192,28,8,2
2021-10-06,270,267,208,23,2,0
2021-06-24,384,384,315,35,11,3
2022-01-16,266,265,187,31,9,4
2022-01-27,271,269,202,31,7,7
2021-07-04,289,288,233,44,8,2
2021-08-09,339,337,250,26,5,1
2021-08-10,331,329,257,33,6,2
2021-08-17,286,285,229,35,6,3
2021-11-03,321,320,249,30,7,3
2021-08-27,349,349,281,32,9,3
2021-11-19,349,349,274,32,9,4
2022-02-10,300,300,227,24,6,3
2022-03-03,317,315,239,22,2,0
2022-03-23,271,271,197,23,10,3
2016-10-18,590,588,508,34,4,1
2016-09-20,619,618,542,39,9,3
2016-08-21,512,510,442,50,14,2
2016-09-02,697,695,592,50,12,5
2016-07-29,774,773,674,39,5,1
2016-07-13,607,605,531,38,6,0
2016-05-19,694,693,611,40,5,1
2016-05-10,608,607,521,36,9,4
2016-03-21,617,614,519,38,9,1
2016-04-08,696,692,612,50,9,1
2016-03-19,540,539,453,36,8,1
2016-03-17,612,610,517,39,4,2
2016-03-09,660,655,588,49,8,2
2016-03-10,629,628,551,37,12,4
2016-02-17,525,524,460,24,5,0
2016-01-03,432,430,373,31,13,5
2015-12-21,612,606,547,36,7,2
2015-11-08,472,469,417,46,10,6
2015-11-11,530,527,455,20,3,0
2015-10-09,764,761,674,51,13,2
2015-10-08,666,663,588,27,4,1
2022-04-25,254,254,201,22,6,2
2022-08-11,283,282,217,31,11,6
2021-02-25,269,268,204,25,6,3
2021-03-04,262,261,198,23,6,2
2021-03-24,268,265,190,23,8,3
2021-03-18,244,243,181,25,8,3
2021-01-24,212,212,170,34,7,2
2021-02-08,301,299,225,20,6,0
2020-12-14,250,250,184,19,3,2
2020-12-10,311,311,244,25,5,1
2021-01-11,238,238,187,26,8,3
2021-02-09,229,228,158,22,10,3
2020-11-23,298,295,218,32,8,4
2020-11-13,391,389,285,45,10,1
2020-09-10,347,345,268,41,5,2
2020-09-16,307,306,244,40,5,2
2020-09-24,297,295,243,31,10,2
2020-07-31,343,340,254,30,5,1
2020-07-26,313,312,241,50,14,4
2020-07-13,290,289,220,34,11,3
2020-06-11,251,250,193,21,5,1
2020-04-28,185,182,147,28,6,2
2015-09-09,740,739,677,54,6,1
2015-08-16,552,550,495,43,4,0
2015-07-31,753,749,675,44,9,1
2015-06-30,622,617,535,40,7,4
2015-05-27,697,693,617,40,4,4
2015-04-26,477,477,442,39,11,4
2015-05-13,655,654,592,45,11,0
2020-04-05,94,93,63,7,1,0
2020-03-28,183,182,129,17,4,3
2020-03-16,378,377,312,34,12,2
2020-02-11,458,456,378,28,10,3
2020-01-03,456,455,370,34,8,1
2019-12-28,355,355,298,30,4,1
2019-12-25,264,264,211,25,6,2
2020-01-13,476,474,389,30,9,3
2019-10-29,639,635,528,36,9,3
2019-10-07,575,572,501,37,7,1
2019-12-08,455,454,385,31,8,2
2019-10-24,613,611,529,38,9,5
2019-10-20,500,496,404,46,11,4
2019-10-17,608,606,493,44,16,4
2019-10-13,441,439,375,36,7,3
2019-10-09,383,381,318,25,4,0
2015-04-08,457,455,419,23,2,1
2015-03-07,578,578,523,34,11,2
2015-03-09,661,655,575,40,6,3
2015-03-20,570,566,493,35,5,0
2015-02-22,519,518,446,43,8,0
2015-01-30,622,620,550,38,6,0
2015-01-29,519,518,465,31,3,0
2015-01-10,481,480,404,32,9,1
2014-12-27,406,406,343,29,6,2
2014-12-16,645,644,523,31,6,4
2014-12-17,555,553,470,38,9,3
2014-11-22,512,510,449,40,5,2
2014-11-07,641,639,567,36,11,1
2014-11-06,652,652,565,31,3,1
2019-06-27,734,730,646,60,8,2
2019-06-30,569,569,476,52,13,4
2019-05-19,547,546,454,39,8,2
2019-06-11,682,678,582,51,12,3
2019-05-06,630,627,532,36,6,3
2019-05-13,613,611,516,36,5,1
2019-04-15,657,656,563,45,2,0
2019-04-26,500,498,413,26,7,1
2019-04-13,599,599,505,32,5,2
2019-04-27,526,525,435,48,9,3
2019-05-01,599,597,501,33,6,1
2019-03-17,419,417,338,42,10,1
2019-02-08,661,657,545,33,6,2
2014-10-04,531,529,456,42,11,5
2014-09-25,491,491,434,42,8,1
