collision_date,NUM_COLLISIONS,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5
2012-09-20,522,522,480,34,10,1
2012-10-03,502,502,454,38,6,0
2012-10-01,555,555,502,28,4,2
2012-10-05,693,693,624,54,8,4
2012-09-30,449,449,414,38,10,3
2012-10-02,593,593,531,34,5,1
2012-10-04,554,554,506,27,6,2
2012-09-10,637,637,585,39,7,1
2012-10-07,481,481,407,29,12,7
2012-10-06,500,500,448,37,6,1
2012-09-25,594,594,524,38,7,3
2012-08-27,548,548,496,36,3,1
2012-09-05,601,601,552,46,11,3
2012-08-26,471,471,418,36,8,0
2012-08-30,618,618,562,30,6,2
2012-08-28,587,587,533,43,4,0
2012-08-20,473,473,430,35,8,1
2012-08-29,550,550,515,42,4,2
2012-08-17,574,574,526,44,10,2
2012-09-02,421,421,377,25,3,1
2012-07-23,505,505,455,34,12,3
2012-07-31,540,540,481,37,5,2
2017-07-16,515,514,447,38,6,1
2017-07-18,706,705,629,35,4,3
2017-06-09,770,767,673,41,9,1
2017-06-20,813,813,698,43,6,0
2017-06-28,730,730,642,55,8,1
2017-05-24,641,640,553,35,5,2
2017-05-16,694,694,605,35,9,1
2017-05-23,659,656,586,40,6,0
2017-05-05,776,775,669,44,10,3
2017-03-30,639,638,551,28,4,2
2017-04-05,587,586,509,36,8,1
2017-04-07,694,693,611,39,9,4
2017-03-07,637,635,548,22,4,0
2017-03-19,550,549,449,44,11,4
2017-01-31,571,569,495,36,5,2
2017-02-06,568,567,487,31,9,3
2017-01-27,583,581,506,37,12,2
2017-02-09,507,506,423,41,8,4
2012-07-11,565,565,513,35,5,0
2012-07-21,528,528,473,47,10,3
2012-07-17,648,648,592,34,7,2
2012-07-13,603,603,553,39,12,2
2012-08-02,570,570,513,37,3,0
2012-07-10,524,524,464,39,7,1
2012-07-28,513,513,457,37,11,3
2012-07-05,591,591,548,51,14,5
2012-07-01,538,538,491,39,7,0
2012-07-09,533,533,479,38,10,2
2022-10-03,321,319,233,26,5,1
2022-10-23,226,226,165,21,6,2
2022-10-26,247,245,180,23,6,1
2017-01-07,896,894,757,73,14,1
2017-01-08,406,406,318,33,5,0
2017-01-14,495,492,387,35,12,3
2016-12-02,690,688,600,34,5,2
2016-12-19,722,721,617,42,7,0
2016-11-09,541,539,473,34,8,1
2016-08-27,624,621,537,48,12,7
2016-11-01,732,731,632,50,6,1
2021-12-16,317,315,240,32,9,3
2022-03-17,279,279,210,23,8,3
2021-09-17,375,374,293,34,4,4
2021-04-30,331,330,261,31,10,1
2021-08-23,293,291,209,27,7,2
2021-09-23,319,317,252,28,7,2
2021-09-24,383,378,294,40,6,2
2021-05-17,320,315,244,35,9,1
2021-11-16,315,314,259,29,5,2
2021-05-23,330,329,267,39,15,3
2021-05-25,354,354,276,27,11,3
2021-06-04,331,331,242,28,3,2
2022-07-01,315,315,241,31,6,2
2022-02-06,269,267,189,39,8,4
2021-06-11,343,343,278,31,8,3
2022-04-03,256,255,206,34,5,1
2021-06-16,370,367,286,32,14,5
2021-06-19,372,372,290,52,16,1
2022-01-10,265,262,186,30,5,0
2021-07-16,350,350,279,37,10,3
2021-07-20,286,285,225,30,6,2
2021-07-21,330,329,251,37,7,4
2021-10-31,362,360,285,44,13,8
2021-07-24,337,336,275,40,16,4
2021-07-25,322,321,248,44,17,7
2022-01-21,288,287,221,27,5,1
2021-07-26,359,357,284,38,10,2
2021-07-30,383,380,296,35,4,1
2021-07-31,353,352,282,30,8,0
2021-08-01,303,302,239,49,19,10
2021-08-14,302,299,229,30,9,4
2021-08-21,321,318,248,40,8,4
2022-01-20,246,245,183,23,7,2
2021-09-05,293,291,229,37,7,1
2022-02-15,289,287,230,27,5,2
2022-04-23,284,283,225,49,16,3
2022-02-25,251,248,186,26,10,2
2022-03-05,259,259,195,32,11,3
2022-04-30,321,318,256,34,8,3
2022-03-16,310,308,226,22,8,2
2022-05-09,295,293,240,33,6,0
2022-05-10,296,294,226,16,3,1
2016-10-29,614,611,530,43,7,1
2016-10-13,757,754,658,46,8,2
2016-10-07,754,751,671,54,10,2
2016-09-23,812,809,715,52,12,2
2016-09-22,660,659,572,36,13,2
2016-07-15,798,797,704,59,16,5
2016-08-15,643,642,543,45,4,2
2016-08-11,672,670,595,38,7,1
2016-06-30,761,759,673,45,12,3
2016-07-10,508,506,426,48,11,3
2016-07-20,698,698,603,51,10,2
2016-07-19,699,697,596,51,10,3
2016-07-22,769,765,671,49,13,4
2016-07-02,570,566,484,35,13,3
2016-06-26,582,582,493,43,15,6
2016-06-11,584,581,502,58,9,4
2016-06-15,739,737,647,41,6,1
2016-06-17,748,747,669,55,14,4
2016-06-09,686,684,612,39,9,4
2016-06-22,751,751,648,47,7,1
2016-05-24,695,695,591,48,11,1
2016-05-20,782,781,691,42,7,3
2016-04-21,694,691,601,50,15,6
2016-04-14,674,672,588,45,8,1
2016-04-18,687,683,602,41,14,4
2016-03-28,658,656,533,42,7,1
2016-03-11,672,667,593,40,6,3
2016-01-29,645,644,564,31,9,4
2016-03-08,632,627,548,42,4,1
2016-03-03,625,623,543,31,11,2
2016-03-07,571,571,506,28,6,2
2016-02-24,660,655,544,38,9,3
2016-02-22,615,614,536,42,6,5
2016-02-25,663,659,567,40,10,3
2016-03-02,653,651,581,30,4,1
2016-02-19,532,526,468,36,10,1
2016-02-29,616,611,549,31,7,0
2016-02-04,609,606,525,33,7,2
2016-02-02,711,707,615,31,8,0
2016-01-31,532,527,466,37,13,4
2016-02-10,537,537,466,29,7,1
2016-02-15,291,290,253,28,9,3
2016-02-01,716,711,620,41,7,2
2016-01-07,542,541,478,35,12,5
2016-01-12,637,635,551,39,9,2
2016-01-20,623,619,548,35,6,2
2016-01-16,563,563,492,43,11,3
2015-12-27,518,517,458,54,15,5
2016-01-08,602,601,517,33,7,2
2015-12-19,624,621,555,44,11,0
2015-12-08,618,616,555,41,8,2
2015-12-05,629,627,551,49,12,0
2015-11-30,611,607,536,31,6,0
2015-11-05,690,686,611,57,13,6
2015-11-13,677,673,599,33,8,4
2015-11-22,431,428,371,27,6,3
2015-11-07,500,499,442,48,9,0
2015-10-24,519,516,464,41,6,2
2022-05-21,348,347,282,29,10,3
2022-05-24,278,278,232,29,14,4
2022-05-05,351,349,270,31,10,3
2022-05-30,255,254,203,32,5,2
2022-06-07,307,306,240,30,7,0
2022-08-05,323,319,238,22,2,2
2022-06-12,273,271,221,37,11,4
2022-08-08,317,315,245,26,7,2
2022-06-18,317,317,258,35,11,3
2022-08-06,308,308,244,31,7,1
2022-08-26,296,296,234,25,7,3
2021-01-10,177,175,126,17,6,1
2021-04-02,283,282,229,39,11,2
2021-04-08,310,310,243,25,8,1
2021-04-12,264,263,196,27,5,1
2020-12-23,360,355,281,36,9,6
2021-01-28,262,260,208,24,10,0
2021-01-27,262,262,208,35,7,5
2020-10-17,335,333,255,45,13,4
2020-08-23,316,316,256,36,12,2
2020-09-05,362,362,280,35,8,3
2020-10-06,325,324,258,37,10,2
2020-09-25,348,347,283,29,9,3
2020-10-03,323,321,265,42,7,5
2020-10-09,330,325,250,34,9,3
2020-09-23,356,355,278,31,6,4
2020-06-24,300,298,231,24,6,2
2020-07-17,308,304,238,36,8,2
2020-08-07,337,334,254,46,14,6
2020-08-01,375,374,289,49,16,3
2020-07-28,298,296,233,32,8,2
2020-06-13,282,282,215,34,7,2
2020-04-25,152,151,107,23,8,1
2015-10-06,631,628,540,43,8,2
2015-10-16,676,675,591,44,7,2
2015-10-12,505,502,432,28,6,1
2015-10-15,683,680,588,39,10,2
2015-09-30,634,627,550,32,7,0
2015-09-07,485,482,427,32,6,1
2015-09-25,585,583,507,43,9,4
2015-09-18,760,759,677,42,9,0
2015-09-05,541,539,485,40,5,1
2015-09-12,554,553,485,34,10,5
2015-09-11,765,762,690,47,15,7
2015-09-14,579,577,505,34,10,3
2015-09-16,748,744,663,48,10,2
2015-08-23,492,492,438,55,16,2
2015-08-27,614,613,548,49,6,2
2015-08-30,563,560,498,49,7,1
2015-08-10,611,611,551,29,7,1
2015-08-26,606,604,547,33,7,0
2015-08-19,594,590,530,39,10,2
2015-08-21,753,745,657,43,8,0
2015-08-31,614,609,527,34,8,2
2015-08-01,668,667,604,39,11,2
2015-07-22,618,618,547,34,10,3
2015-07-17,659,656,579,41,8,2
2015-07-24,490,487,432,29,3,0
2015-07-13,668,666,593,49,12,4
2015-07-12,521,518,472,45,9,2
2015-07-14,657,656,578,29,4,0
2015-07-03,549,547,489,42,12,3
2015-06-26,774,770,701,42,12,5
2015-07-06,598,596,538,46,4,2
2015-06-19,732,729,649,38,7,4
2015-07-09,567,563,502,29,4,0
2015-06-16,593,590,517,33,5,1
2015-06-28,535,535,467,45,10,1
2015-05-23,546,543,486,38,5,0
2015-06-02,642,638,574,38,4,2
2015-05-30,622,621,553,39,8,3
2015-06-08,634,632,562,32,8,1
2015-05-06,568,567,506,32,5,0
2015-05-04,641,637,567,35,8,4
2020-05-06,184,184,135,25,6,3
2020-03-11,473,472,399,34,10,3
2020-02-24,493,490,424,47,11,1
2020-02-29,456,453,360,33,8,3
2020-02-06,544,542,427,39,9,4
2020-01-25,383,381,302,22,4,1
2020-01-14,497,493,395,35,4,2
2019-12-24,530,525,420,26,7,1
2019-12-01,409,407,316,36,9,3
2019-12-04,552,551,459,35,6,2
2019-12-02,580,574,421,29,2,1
2019-12-07,566,564,477,53,7,2
2019-11-19,630,626,523,25,7,3
2019-11-30,465,464,390,41,12,4
2019-11-06,615,614,534,43,7,2
2019-10-31,616,611,495,33,6,4
2019-10-25,647,647,550,39,9,2
2019-09-16,620,620,516,32,3,0
2019-08-30,630,629,530,44,11,1
2019-09-03,652,649,555,39,11,4
2019-09-01,473,471,405,40,13,5
2019-08-22,587,586,485,32,1,0
2019-08-19,563,561,478,33,5,1
2015-04-22,568,565,497,33,8,0
2015-04-25,592,591,520,41,12,3
2015-04-24,676,672,593,41,6,2
2015-03-31,628,624,537,31,13,3
2015-04-06,510,508,446,38,7,2
2015-04-11,576,575,519,44,19,8
2015-04-01,648,646,586,42,9,1
2015-03-28,459,459,401,28,4,2
2015-04-09,452,449,403,27,4,3
2015-03-06,939,935,844,79,19,5
2015-03-08,464,464,414,43,11,7
2015-03-18,547,544,482,34,5,3
2015-03-16,529,527,470,35,4,2
2015-02-05,569,568,495,30,6,0
2015-02-03,740,736,663,56,14,3
2015-02-10,571,571,498,34,9,3
2015-02-07,449,447,398,23,6,1
2015-02-04,585,582,510,29,5,2
2015-02-23,574,571,511,23,3,0
2015-02-11,610,609,534,34,11,0
2015-01-26,484,483,432,38,3,1
2015-01-21,495,494,438,27,5,2
2015-01-20,500,499,427,22,4,1
2015-01-06,777,775,687,59,15,5
2015-01-02,442,438,380,21,3,1
2015-01-01,395,394,343,48,15,4
2014-12-12,687,685,607,45,10,1
2014-12-11,669,667,599,44,5,2
2014-11-26,742,742,618,26,4,1
2014-11-25,599,597,538,39,5,0
2014-12-03,569,567,488,46,11,2
2014-11-27,378,378,324,40,7,1
2014-12-18,621,617,544,36,5,1
2014-12-14,439,439,398,39,9,2
2014-11-30,377,377,341,30,6,2
2014-11-08,543,541,479,34,5,2
2014-11-02,532,531,438,41,9,2
2014-11-20,635,635,563,41,10,2
2014-11-23,425,425,375,35,10,5
2014-11-01,656,656,543,57,13,1
2014-11-19,633,631,560,39,5,1
2014-11-13,696,693,595,26,8,0
2014-11-04,538,538,462,31,6,2
2014-11-18,712,709,613,42,6,0
2014-09-28,512,511,447,34,5,0
2014-10-21,607,606,532,25,5,2
2014-10-22,708,708,589,51,11,6
2019-08-06,551,551,471,41,8,2
2019-08-09,645,643,546,45,9,2
2019-07-05,542,539,452,36,9,1
2019-06-29,660,657,552,58,11,1
2019-06-26,803,802,708,39,8,2
2019-06-25,662,662,560,57,13,4
2019-07-13,558,556,478,49,8,2
2019-06-02,515,513,447,44,11,5
2019-06-13,634,631,553,34,8,2
2019-06-08,580,577,483,40,10,1
2019-06-09,526,525,435,43,13,6
2019-05-14,621,619,534,31,7,0
2019-05-04,553,551,471,30,7,1
2019-05-24,728,724,615,51,7,0
2019-05-20,689,685,579,44,7,3
2019-04-19,551,548,480,41,10,5
2019-04-12,688,686,583,43,6,0
2019-04-30,587,580,498,34,6,2
2019-04-01,602,602,520,36,10,2
2019-01-29,681,675,521,40,9,4
2019-03-22,718,710,601,45,9,1
2019-03-05,639,639,554,42,9,0
2019-02-14,664,664,580,34,6,0
2019-02-21,597,593,491,38,8,4
2019-02-13,639,637,538,31,8,2
2014-10-18,494,493,432,37,6,1
2014-09-16,613,610,553,32,8,2
2014-09-12,730,730,645,37,3,1
2014-09-19,648,645,588,47,12,2
2014-09-15,610,608,548,40,7,2
2014-09-09,592,590,538,36,6,1
2014-09-24,566,562,507,36,6,1
2014-09-22,662,659,584,47,10,5
2014-09-13,558,558,493,33,12,6
2014-09-04,727,725,641,44,6,0
2014-09-06,553,551,485,36,5,1
2014-09-11,619,619,547,37,7,3
2014-08-04,589,588,524,35,5,2
2014-08-14,625,624,562,41,10,6
2014-08-05,606,604,546,36,7,1
2014-08-16,490,488,434,38,10,2
2014-08-18,595,593,529,32,7,3
2014-08-26,608,606,530,36,7,1
2014-07-30,605,603,548,33,4,2
2014-07-25,653,651,586,40,9,4
2014-07-09,569,568,499,35,1,0
2014-07-18,624,623,567,37,8,1
2014-07-17,587,585,524,42,10,2
2014-07-16,551,551,499,34,6,2
2014-07-23,591,591,536,36,10,3
2014-07-08,594,591,498,36,7,2
2014-07-27,476,476,431,49,10,2
2014-07-19,480,478,440,42,16,6
2014-06-07,623,623,557,47,9,3
2014-06-11,576,574,514,35,7,6
2014-06-22,477,477,437,39,13,4
2014-06-14,613,610,541,38,5,3
2014-06-29,537,536,481,31,10,3
2014-06-17,666,662,593,49,7,2
2014-06-09,528,526,463,33,5,0
2014-06-25,646,644,568,34,4,0
2014-05-17,619,617,562,43,6,3
2014-05-12,581,580,515,28,5,3
2014-06-01,604,602,535,44,12,3
2014-05-26,433,432,379,38,12,2
2014-05-24,486,484,428,29,6,2
2014-05-20,650,648,585,37,3,0
2014-05-06,565,565,505,34,5,1
2014-04-06,484,484,412,33,7,4
2014-04-27,449,449,398,26,9,3
2014-04-19,525,525,470,30,7,0
2014-04-18,496,496,450,30,11,4
2014-04-14,514,512,444,26,3,1
2014-04-16,570,569,367,32,8,1
2014-04-12,578,578,488,34,7,2
2014-04-11,609,608,519,33,10,1
2014-04-17,508,507,462,29,4,0
2014-04-21,521,521,474,38,11,1
2014-03-15,519,518,266,17,4,0
2019-01-09,514,512,428,24,4,1
2019-01-30,630,626,522,40,10,4
2019-01-22,627,626,541,35,8,0
2018-12-12,631,630,540,39,6,1
2018-12-23,505,504,429,30,8,1
2018-11-26,743,734,571,48,10,3
2018-11-01,696,695,596,40,8,6
2018-10-23,681,679,583,40,8,1
2018-10-27,757,751,617,59,19,5
2018-10-19,787,784,659,42,10,3
2018-10-26,747,746,641,43,9,2
2018-10-18,735,732,630,50,8,2
2018-08-01,660,659,585,43,7,2
2018-10-03,778,777,667,46,11,2
2018-10-07,529,529,449,50,12,3
2018-09-26,755,754,643,60,11,3
2018-10-09,628,627,548,34,11,1
2018-08-30,736,735,633,34,6,1
2018-08-07,658,657,561,34,6,3
2018-08-24,681,681,611,53,11,4
2014-03-11,510,510,251,13,2,0
2014-04-02,519,519,430,28,3,0
2014-03-09,404,404,328,30,7,4
2014-03-25,474,474,397,28,5,3
2014-03-28,530,528,438,37,2,0
2014-03-04,532,528,466,31,7,1
2014-02-10,678,677,591,32,1,0
2014-02-17,491,489,431,23,6,1
2014-02-07,675,673,596,25,3,1
2014-02-19,552,551,477,33,6,4
2014-02-12,640,639,582,37,5,1
2014-02-22,587,586,505,38,5,0
2014-02-28,655,653,555,30,5,1
2014-02-02,417,416,352,31,11,3
2014-02-04,613,611,538,26,4,1
2013-12-28,475,475,417,37,5,2
2014-01-17,589,587,519,33,8,1
2014-01-12,388,387,335,28,8,3
2013-12-19,607,607,531,42,4,1
2014-01-15,583,583,514,31,6,1
2014-01-20,360,356,314,25,4,2
2014-01-04,418,417,354,29,7,1
2014-01-30,657,656,579,44,8,2
2014-01-09,561,560,491,26,5,0
2013-12-29,394,393,333,22,8,1
2013-12-09,639,638,555,46,11,1
2013-12-18,701,698,621,39,8,1
2013-12-15,450,450,388,42,13,2
2013-12-21,594,594,528,35,8,4
2013-12-20,674,673,584,41,9,3
2013-11-21,628,625,557,43,4,0
2013-12-03,553,552,477,33,7,2
2013-11-15,617,614,561,39,6,1
2013-09-17,627,626,565,37,7,3
2013-10-19,471,470,419,36,8,2
2013-10-26,626,626,547,52,13,1
2013-09-10,629,628,560,48,10,2
2013-09-29,506,504,447,33,5,2
2013-10-04,658,655,594,49,6,0
2013-09-14,519,518,469,38,6,2
2013-09-16,570,570,517,39,8,3
2013-09-11,576,576,529,31,7,2
2013-10-03,590,590,521,31,4,0
2013-09-27,553,552,489,44,12,4
2018-05-31,698,698,596,40,9,3
2018-07-19,739,738,644,51,9,1
2018-06-27,540,537,450,29,11,5
2018-06-01,751,747,662,36,3,3
2018-05-25,799,795,696,57,10,3
2018-05-08,736,729,632,43,11,3
2018-04-24,671,669,592,49,5,2
2018-04-26,729,726,636,46,9,5
2018-04-10,668,665,583,35,5,1
2018-04-11,612,612,527,38,7,1
2018-03-30,580,579,492,36,8,3
2018-04-16,741,740,598,44,9,2
2018-04-19,706,703,594,38,6,2
2018-03-22,760,757,593,36,11,1
2018-03-06,676,673,580,33,10,1
2018-03-13,578,575,465,24,0,0
2018-03-10,567,566,491,36,4,3
2018-02-11,479,472,382,32,6,1
2017-12-13,709,708,600,39,5,1
2018-02-10,549,549,449,36,13,3
2018-02-15,645,643,555,35,5,0
2018-02-09,583,580,496,36,10,4
2013-09-12,695,695,592,32,6,2
2013-08-22,578,578,524,33,2,0
2013-08-20,542,542,483,27,6,2
2013-07-29,597,596,539,32,7,0
2013-07-11,550,550,495,31,2,1
2013-07-30,584,584,513,31,4,0
2013-07-14,471,471,437,48,9,1
2013-07-22,591,590,528,39,12,5
2013-07-25,507,506,443,39,10,3
2013-08-06,543,543,482,43,6,0
2013-07-21,447,447,412,36,10,0
2013-07-06,516,515,466,38,8,2
2013-07-01,633,633,552,34,12,3
2013-06-27,598,598,539,45,9,2
2013-06-14,693,692,629,34,4,1
2013-06-18,613,612,562,39,8,0
2013-06-19,622,622,552,46,18,2
2013-07-03,635,634,576,49,7,1
2013-06-06,605,604,542,33,8,1
2013-06-09,533,532,481,39,4,1
2013-05-29,574,574,508,37,8,4
2013-06-08,571,570,501,36,5,1
2013-06-07,791,790,697,43,6,2
2013-05-16,559,557,498,35,3,1
2013-04-22,565,563,502,33,8,3
2013-05-05,515,515,461,48,11,3
2013-04-20,532,532,472,33,6,1
2013-04-19,570,570,507,43,6,2
2013-05-12,527,526,454,42,12,4
2013-05-07,592,590,520,28,8,2
2013-04-29,598,597,540,45,6,1
2013-04-23,513,513,447,27,10,2
2013-04-25,583,581,514,34,4,0
2013-04-06,531,531,482,36,9,2
2013-04-12,649,648,568,48,9,1
2013-03-17,426,426,386,34,7,1
2013-03-18,623,622,550,50,12,3
2013-03-09,569,569,512,41,8,2
2013-02-27,550,550,462,34,7,3
2013-02-15,604,604,527,41,7,1
2017-12-20,700,698,607,48,7,4
2017-12-08,682,680,593,40,8,2
2017-11-19,573,569,467,54,13,2
2017-11-14,647,646,570,33,5,0
2017-11-21,790,790,688,43,11,5
2017-11-28,649,646,546,38,4,2
2017-10-24,685,683,570,32,5,1
2017-10-07,570,569,495,39,5,0
2017-10-02,739,735,632,54,8,1
2017-09-12,680,679,593,40,4,0
2017-09-07,790,786,682,50,15,3
2017-09-05,707,706,624,43,9,1
2017-08-15,577,575,499,32,5,1
2017-07-31,656,655,569,26,3,0
2017-08-14,602,601,529,40,7,0
2017-08-10,650,650,572,40,10,4
2017-08-01,705,705,609,40,7,2
2013-02-25,490,490,441,34,6,2
2013-03-01,603,603,546,25,4,0
2013-03-14,557,557,501,30,9,2
2013-02-13,570,568,497,30,6,2
2013-02-12,498,498,450,27,9,2
2013-01-13,373,372,316,35,7,3
2013-01-29,542,542,464,39,9,1
2013-01-20,393,392,353,37,12,5
2013-02-06,566,563,495,41,13,5
2013-01-15,516,515,446,30,5,1
2013-01-27,429,429,369,35,5,0
2013-02-07,526,526,456,29,6,2
2013-01-19,484,484,434,30,2,0
2012-12-24,518,518,464,26,4,1
2013-01-07,521,521,463,33,4,2
2012-12-17,649,649,548,38,7,3
2012-12-26,531,531,430,38,4,0
2012-12-12,550,550,498,32,6,1
2012-12-04,621,621,561,50,12,5
2012-11-21,689,689,632,35,7,0
2012-11-25,415,415,385,39,9,4
2012-12-01,480,480,430,40,10,1
2012-11-22,384,384,356,40,11,5
2012-11-12,547,547,477,39,6,2
2012-10-10,640,640,565,40,6,1
2012-11-08,550,550,458,25,7,1
2012-10-28,403,403,362,34,13,4
2012-10-23,522,522,471,19,3,0
2012-11-01,439,439,396,20,6,1
2012-10-22,609,609,548,30,3,0
2012-10-16,602,602,531,39,6,0
2012-09-23,480,480,424,34,5,2
2012-09-14,609,609,552,43,11,1
2012-09-21,654,654,598,44,10,1
2012-09-17,452,452,399,31,6,0
2012-09-28,703,703,622,46,11,4
2012-10-08,376,376,338,26,6,3
2012-09-26,404,404,355,20,3,1
2012-09-27,620,620,563,36,8,3
2012-09-11,521,521,478,30,5,1
2012-08-24,601,601,552,47,6,2
2012-08-13,504,504,454,37,5,2
2012-09-01,515,515,468,46,13,4
2012-08-16,613,613,561,34,8,2
2012-08-31,701,701,643,58,17,4
2012-08-23,574,574,528,45,9,3
2012-08-14,520,520,469,33,7,3
2012-09-07,680,680,623,46,8,2
2012-08-11,507,507,470,37,10,3
2012-08-09,581,581,518,33,6,2
2012-07-14,536,536,477,40,9,1
2017-07-24,620,617,529,36,8,2
2017-07-12,677,676,587,33,3,1
2017-07-01,595,594,509,50,13,4
2017-04-25,723,719,623,39,7,4
2017-03-31,753,746,610,29,5,2
2017-03-04,536,535,465,39,16,4
2017-04-03,646,645,565,42,7,1
2017-03-17,756,755,642,34,5,2
2017-03-09,665,663,574,39,11,0
2017-02-02,586,586,515,26,6,2
2017-01-24,564,564,439,25,5,0
2012-07-27,638,638,580,44,10,2
2012-08-01,616,616,571,50,9,1
2012-07-19,522,522,469,52,14,4
2012-08-05,518,518,461,39,9,4
2012-07-12,577,577,525,38,6,3
2012-07-16,528,528,478,32,6,1
2012-07-25,612,612,551,42,5,2
2012-07-30,530,530,468,30,8,1
2012-07-24,574,574,528,31,6,2
2012-08-03,589,589,534,28,3,2
2012-07-08,464,464,415,39,11,0
2012-07-03,664,664,603,41,6,2
2012-07-07,490,490,439,26,3,0
2022-09-05,254,252,211,27,8,1
2022-09-19,287,286,229,22,5,2
2022-09-22,276,275,227,23,7,2
2022-09-28,280,279,217,21,6,3
2022-10-14,336,334,247,17,2,2
2017-01-20,605,604,509,26,7,2
2016-12-03,592,591,496,47,15,3
2016-12-15,749,745,638,40,9,2
2016-12-17,623,621,518,62,15,3
2016-11-10,706,701,615,44,11,4
2016-11-11,665,664,569,37,11,3
2016-09-13,779,778,674,47,7,1
2021-09-13,378,377,295,36,10,2
2021-03-12,338,335,255,36,15,2
2021-09-22,289,286,227,31,4,0
2021-05-14,411,410,327,46,9,2
2022-06-22,265,265,209,23,5,2
2021-12-25,189,187,135,27,10,5
2021-05-24,322,321,253,30,10,0
2021-05-26,333,333,252,31,3,0
2021-06-09,353,353,278,35,8,4
2021-07-03,291,288,224,32,7,3
2021-10-24,236,234,185,35,13,4
2021-07-11,263,263,210,30,9,4
2021-07-15,372,368,295,31,9,0
2021-07-27,318,318,252,32,7,0
2021-08-04,291,290,219,24,6,2
2021-08-13,358,357,287,35,9,4
2021-08-20,325,325,244,38,5,1
2021-11-07,265,265,214,45,17,5
2021-10-22,381,378,290,29,10,2
2021-10-29,357,355,276,33,7,0
2022-02-04,288,283,188,20,8,2
2021-11-27,264,262,196,43,13,2
2021-12-02,319,316,234,37,9,6
2022-07-05,279,278,211,30,8,0
2022-04-28,347,345,257,26,6,3
2022-03-14,310,309,239,34,9,0
2022-07-18,302,301,235,21,6,3
2022-05-13,332,331,259,24,5,2
2022-07-21,295,292,240,25,5,3
2016-10-14,767,764,683,58,8,0
2016-10-24,573,572,485,21,3,2
2016-10-22,629,625,537,52,11,3
2016-10-03,490,488,429,31,7,4
2016-09-09,715,713,624,36,9,1
2016-08-25,659,658,576,46,6,2
2016-08-19,707,703,614,40,5,3
2016-07-24,566,563,502,53,12,4
2016-06-05,466,466,393,37,7,0
2016-07-25,698,697,592,39,8,3
2016-07-27,690,687,590,35,6,1
2016-08-17,658,658,565,43,7,5
2016-08-06,578,578,492,43,8,3
2016-07-05,663,662,567,53,16,5
2016-06-21,681,679,599,52,6,1
2016-06-10,818,817,724,55,9,1
2016-06-13,646,644,568,40,9,1
2016-06-27,718,716,613,45,10,5
2016-06-03,710,708,625,36,8,1
2016-05-16,742,740,624,42,9,0
2016-05-25,733,731,635,47,8,2
2016-05-11,699,697,610,43,12,1
2016-05-17,624,624,546,37,6,2
2016-04-15,733,730,637,44,7,1
2016-05-05,626,620,528,31,9,0
2016-05-03,711,711,627,42,9,2
2016-04-28,489,489,414,18,5,1
2016-04-09,557,555,472,43,13,2
2016-04-03,585,577,432,42,6,1
2016-04-01,702,701,611,47,17,4
2016-04-06,628,627,535,33,9,2
2015-12-28,490,489,433,30,6,1
2016-02-18,592,589,518,28,7,4
2016-03-14,640,637,514,29,5,0
2016-03-15,608,605,507,29,7,2
2016-03-12,625,620,550,33,7,1
2016-02-12,628,625,543,41,8,3
2016-02-07,423,421,369,34,4,0
2016-02-09,571,571,492,28,2,0
2016-02-14,309,309,276,27,5,1
2015-12-24,603,601,514,33,10,1
2015-12-30,501,497,433,26,6,2
2015-12-16,673,671,583,33,5,0
2015-12-15,755,751,639,41,12,4
2015-12-17,745,744,611,30,3,2
2015-11-24,733,731,654,47,12,3
2015-12-03,623,623,559,35,7,1
2015-12-18,767,763,682,43,7,2
2015-12-11,694,691,627,33,6,2
2015-11-19,797,793,632,45,4,0
2015-11-06,616,615,545,38,5,1
2015-10-29,767,766,640,51,12,6
2015-11-23,704,703,606,39,5,3
2015-11-04,672,670,588,31,10,2
2015-10-11,559,557,495,39,12,4
2022-05-25,304,301,238,37,7,0
2022-06-16,301,300,245,28,9,4
2022-06-04,300,300,233,38,9,3
2022-06-25,364,364,291,38,10,2
2022-08-27,300,300,228,25,9,1
2021-03-19,309,309,241,17,1,0
2021-02-10,279,276,206,24,4,1
2021-02-17,239,239,189,23,3,2
2021-03-30,281,280,219,33,11,5
2020-12-27,184,184,138,19,8,1
2020-12-16,341,341,268,38,10,3
2020-12-30,238,237,184,25,7,1
2020-10-16,304,303,222,25,7,4
2020-11-11,300,297,217,23,6,1
2020-09-11,351,349,273,36,12,2
2020-08-28,306,306,236,33,5,2
2020-09-14,289,287,223,28,6,1
2020-09-26,330,327,243,42,10,4
2020-08-04,451,450,234,38,10,2
2020-08-10,320,320,242,31,12,5
2020-07-27,320,317,242,31,7,1
2020-05-12,191,191,142,22,8,3
2015-10-17,565,563,512,50,11,2
2015-10-01,683,679,586,30,4,1
2015-09-06,504,501,438,30,6,1
2015-08-28,609,609,545,37,5,1
2015-09-04,643,640,572,40,11,2
2015-08-08,545,545,500,42,10,3
2015-07-30,717,717,635,50,11,3
2015-07-23,623,621,551,41,6,0
2015-07-11,597,596,537,52,19,4
2015-06-21,620,619,555,62,14,2
2015-06-29,662,660,583,45,6,1
2015-05-29,813,810,735,51,9,2
2015-05-26,686,682,608,46,8,2
2015-05-05,638,635,575,32,6,2
