"","num_collisions","temp","visib","wdsp","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","date","year","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week","isMon","isTue","isWed","isThur","isFri","isSat","isSun"
"285",517,46.2,6.6,10,0.06,1,1,0,0,0,"2013-04-11",2013,0,65,429,20,2,1,"5",0,0,0,0,1,0,0
"286",649,43.6,7.7,13.8,0.01,0,1,0,0,0,"2013-04-12",2013,1,80,520,39,8,1,"6",0,0,0,0,0,1,0
"288",472,46.1,9.6,7.7,0.09,0,0,0,0,0,"2013-04-14",2013,0,50,386,28,5,3,"1",1,0,0,0,0,0,0
"289",603,46.1,10,8.1,0,0,0,0,0,0,"2013-04-15",2013,0,60,501,36,3,3,"2",0,1,0,0,0,0,0
"290",564,46,10,9.3,0,0,0,0,0,0,"2013-04-16",2013,0,52,472,30,7,3,"3",0,0,1,0,0,0,0
"291",535,52.1,8.3,11,0.03,0,1,0,0,0,"2013-04-17",2013,0,60,428,42,4,1,"4",0,0,0,1,0,0,0
"292",553,46.5,10,8.8,0,0,0,0,0,0,"2013-04-18",2013,2,49,464,32,6,0,"5",0,0,0,0,1,0,0
"293",570,52.6,4.6,12.5,0,1,1,0,0,0,"2013-04-19",2013,0,63,464,37,4,2,"6",0,0,0,0,0,1,0
"296",565,43,10,11.3,0,0,0,0,0,0,"2013-04-22",2013,2,61,469,25,5,3,"2",0,1,0,0,0,0,0
"299",583,50.8,7.2,10.4,0.01,0,1,0,0,0,"2013-04-25",2013,2,67,480,30,4,0,"5",0,0,0,0,1,0,0
"300",675,49.5,9.5,6.5,0.06,0,0,0,0,0,"2013-04-26",2013,1,66,563,43,1,1,"6",0,0,0,0,0,1,0
"301",517,46.6,8.6,3.9,0,1,0,0,0,0,"2013-04-27",2013,1,64,412,27,6,7,"7",0,0,0,0,0,0,1
"302",440,48,9.8,3.9,0,0,0,0,0,0,"2013-04-28",2013,1,42,364,28,4,1,"1",1,0,0,0,0,0,0
"303",598,49.7,9.9,4.3,0,0,0,0,0,0,"2013-04-29",2013,1,57,495,39,5,1,"2",0,1,0,0,0,0,0
"304",576,51,10,5.2,0,0,0,0,0,0,"2013-04-30",2013,1,47,499,26,3,0,"3",0,0,1,0,0,0,0
"305",576,49.9,7.4,7,0,1,0,0,0,0,"2013-05-01",2013,1,77,462,27,8,1,"4",0,0,0,1,0,0,0
"306",585,49.9,9.5,5,0,0,0,0,0,0,"2013-05-02",2013,0,59,485,32,8,1,"5",0,0,0,0,1,0,0
"307",686,46.9,9.9,13.7,0,0,0,0,0,0,"2013-05-03",2013,1,63,587,27,7,1,"6",0,0,0,0,0,1,0
"308",580,47.8,10,13.7,0,0,0,0,0,0,"2013-05-04",2013,0,56,478,35,9,2,"7",0,0,0,0,0,0,1
"309",515,47.8,9.7,10.1,0,0,0,0,0,0,"2013-05-05",2013,0,54,413,37,8,3,"1",1,0,0,0,0,0,0
"310",561,49.2,5.1,5.5,0,1,0,0,0,0,"2013-05-06",2013,1,72,437,44,5,2,"2",0,1,0,0,0,0,0
"311",592,54.4,4.4,4.5,0,1,0,0,0,0,"2013-05-07",2013,2,70,492,20,6,2,"3",0,0,1,0,0,0,0
"312",620,59.4,7.5,10.5,0.01,1,0,0,0,0,"2013-05-08",2013,0,79,504,31,4,2,"4",0,0,0,1,0,0,0
"313",602,57.2,5,6.2,0.01,1,1,0,0,0,"2013-05-09",2013,1,67,495,28,7,4,"5",0,0,0,0,1,0,0
"314",698,56.1,5.7,8.3,0,1,0,0,0,0,"2013-05-10",2013,0,63,579,41,12,3,"6",0,0,0,0,0,1,0
"315",523,56.2,3.7,9.4,0,1,1,0,0,1,"2013-05-11",2013,0,66,422,26,8,1,"7",0,0,0,0,0,0,1
"317",577,53.1,9.9,11.9,0.07,0,0,0,0,0,"2013-05-13",2013,2,49,495,23,7,1,"2",0,1,0,0,0,0,0
"318",565,51,9.8,11.8,0,0,1,0,0,0,"2013-05-14",2013,4,69,463,26,1,2,"3",0,0,1,0,0,0,0
"320",559,57.7,7.1,12.5,0.02,0,0,0,0,0,"2013-05-16",2013,2,59,463,32,2,1,"5",0,0,0,0,1,0,0
"321",741,58.2,9.9,10.7,0,0,0,0,0,0,"2013-05-17",2013,1,71,608,46,13,2,"6",0,0,0,0,0,1,0
"322",506,54.6,10,5.1,0,0,0,0,0,0,"2013-05-18",2013,2,42,423,26,9,4,"7",0,0,0,0,0,0,1
"323",544,56.3,9.3,6.6,0,0,1,0,0,0,"2013-05-19",2013,0,67,435,30,9,3,"1",1,0,0,0,0,0,0
"331",420,56.9,10,14.1,0.01,0,0,0,0,0,"2013-05-27",2013,0,31,350,32,5,2,"2",0,1,0,0,0,0,0
"332",686,56.6,9.9,6.4,0,0,0,0,0,0,"2013-05-28",2013,2,61,590,24,8,1,"3",0,0,1,0,0,0,0
"335",736,62,6.7,9,0.02,0,0,0,0,0,"2013-05-31",2013,3,71,620,33,6,3,"6",0,0,0,0,0,1,0
"336",631,60.9,7,10.9,0,0,0,0,0,0,"2013-06-01",2013,0,57,531,37,5,1,"7",0,0,0,0,0,0,1
"337",487,61.8,4.6,12.6,0,1,0,0,0,0,"2013-06-02",2013,0,46,388,37,10,6,"1",1,0,0,0,0,0,0
"340",599,58.6,9.8,5.7,0,0,0,0,0,0,"2013-06-05",2013,0,58,508,28,5,0,"4",0,0,0,1,0,0,0
"341",605,58.6,10,7.5,0,0,0,0,0,0,"2013-06-06",2013,1,62,509,25,7,1,"5",0,0,0,0,1,0,0
"342",791,56.1,7.7,11.8,0,0,1,0,0,0,"2013-06-07",2013,1,93,654,37,4,2,"6",0,0,0,0,0,1,0
"344",533,63.6,6.9,8.1,0.01,1,0,0,0,0,"2013-06-09",2013,1,51,442,35,3,1,"1",1,0,0,0,0,0,0
"345",624,62.2,9.3,6,0,0,1,0,0,0,"2013-06-10",2013,2,73,510,28,9,2,"2",0,1,0,0,0,0,0
"347",615,64,8.1,14,0.03,0,1,0,0,0,"2013-06-12",2013,1,64,504,38,8,0,"4",0,0,0,1,0,0,0
"348",534,60.8,10,8.7,0,0,1,0,0,0,"2013-06-13",2013,0,67,434,23,7,3,"5",0,0,0,0,1,0,0
"351",477,61.3,8.9,9.2,0.01,0,0,0,0,0,"2013-06-16",2013,1,50,385,33,7,1,"1",1,0,0,0,0,0,0
"352",614,63.2,7,9.1,0.03,0,0,0,0,0,"2013-06-17",2013,0,69,508,26,8,3,"2",0,1,0,0,0,0,0
"354",622,62.6,8.4,12.2,0.06,0,1,0,0,0,"2013-06-19",2013,0,70,506,28,16,2,"4",0,0,0,1,0,0,0
"355",681,60.6,9.6,5.6,0.1,0,0,0,0,0,"2013-06-20",2013,0,64,575,32,9,1,"5",0,0,0,0,1,0,0
"356",690,62,10,8.3,0.05,0,0,0,0,0,"2013-06-21",2013,0,84,550,42,10,4,"6",0,0,0,0,0,1,0
"357",599,63.4,10,8.2,0,0,0,0,0,0,"2013-06-22",2013,0,52,497,40,9,1,"7",0,0,0,0,0,0,1
"358",505,64.9,9.8,9,0.01,0,0,0,0,0,"2013-06-23",2013,1,43,418,38,4,1,"1",1,0,0,0,0,0,0
"360",648,69.7,8.4,10.2,0,0,0,0,0,0,"2013-06-25",2013,4,65,526,39,12,2,"3",0,0,1,0,0,0,0
"361",621,69.5,6.1,9.9,0,1,0,0,0,0,"2013-06-26",2013,0,65,525,26,4,1,"4",0,0,0,1,0,0,0
"366",633,66.7,4.1,10.4,0.04,0,1,0,0,0,"2013-07-01",2013,0,81,518,22,9,3,"2",0,1,0,0,0,0,0
"367",601,67.7,4,9.5,0.04,1,1,0,0,0,"2013-07-02",2013,0,65,493,36,5,2,"3",0,0,1,0,0,0,0
"370",576,71.6,6.8,12.4,0.03,1,0,0,0,0,"2013-07-05",2013,1,60,475,29,10,1,"6",0,0,0,0,0,1,0
"371",516,73,8.1,13.1,0.01,0,0,0,0,0,"2013-07-06",2013,1,49,428,30,6,2,"7",0,0,0,0,0,0,1
"372",475,74.4,9,9.1,0.01,0,0,0,0,0,"2013-07-07",2013,0,53,388,30,4,0,"1",1,0,0,0,0,0,0
"373",617,72.6,6.7,10.7,0,1,0,0,0,0,"2013-07-08",2013,0,60,521,29,3,4,"2",0,1,0,0,0,0,0
"374",583,72.7,5.7,7,0,1,0,0,0,0,"2013-07-09",2013,2,54,489,29,8,1,"3",0,0,1,0,0,0,0
"376",550,71.8,4.9,9.5,0.01,0,1,0,0,1,"2013-07-11",2013,0,55,464,29,1,1,"5",0,0,0,0,1,0,0
"378",575,67.9,3.3,6.2,0.01,1,1,0,0,0,"2013-07-13",2013,1,71,459,32,11,1,"7",0,0,0,0,0,0,1
"379",471,72.9,4.5,5.3,0.01,1,0,0,0,0,"2013-07-14",2013,0,34,389,39,8,1,"1",1,0,0,0,0,0,0
"380",581,76.3,9.3,5.7,0,0,0,0,0,0,"2013-07-15",2013,1,73,471,29,4,3,"2",0,1,0,0,0,0,0
"381",582,77.4,8.3,7.3,0,0,0,0,0,0,"2013-07-16",2013,1,50,491,30,7,3,"3",0,0,1,0,0,0,0
"382",609,72.9,9.9,5.6,0,0,0,0,0,0,"2013-07-17",2013,1,44,532,26,2,4,"4",0,0,0,1,0,0,0
"383",636,75.6,8.1,6.8,0,0,0,0,0,0,"2013-07-18",2013,0,56,509,54,13,4,"5",0,0,0,0,1,0,0
"385",551,74.5,3.3,11.8,0,0,0,0,0,0,"2013-07-20",2013,0,71,432,35,9,4,"7",0,0,0,0,0,0,1
"386",447,72.8,6.6,5.3,0.04,0,1,0,0,0,"2013-07-21",2013,0,35,376,26,10,0,"1",1,0,0,0,0,0,0
"388",571,72.1,3.7,8.1,0,1,0,0,0,0,"2013-07-23",2013,1,72,470,23,5,0,"3",0,0,1,0,0,0,0
"394",597,69.2,6.5,5.3,0.02,0,1,0,0,0,"2013-07-29",2013,1,57,507,25,7,0,"2",0,1,0,0,0,0,0
"395",584,71.2,7.8,7.8,0.01,1,0,0,0,0,"2013-07-30",2013,0,71,482,27,4,0,"3",0,0,1,0,0,0,0
"396",553,70.6,10,6.7,0,0,0,0,0,0,"2013-07-31",2013,0,43,472,29,6,3,"4",0,0,0,1,0,0,0
"397",643,68.9,9.8,5.3,0.01,0,0,0,0,0,"2013-08-01",2013,0,76,525,36,6,0,"5",0,0,0,0,1,0,0
"398",626,69.7,9.5,8.3,0.03,0,1,0,0,0,"2013-08-02",2013,0,59,528,35,4,0,"6",0,0,0,0,0,1,0
"399",492,69.3,7.2,10.9,0,0,1,0,0,0,"2013-08-03",2013,0,49,400,34,9,0,"7",0,0,0,0,0,0,1
"401",545,68.1,10,12.2,0,0,1,0,0,1,"2013-08-05",2013,2,49,458,30,6,0,"2",0,1,0,0,0,0,0
"402",543,66.2,10,5.3,0,0,0,0,0,0,"2013-08-06",2013,0,61,439,37,6,0,"3",0,0,1,0,0,0,0
"403",508,64.5,9.9,5.1,0,0,0,0,0,0,"2013-08-07",2013,1,56,424,23,1,3,"4",0,0,0,1,0,0,0
"404",549,67.8,10,6.7,0,0,0,0,0,0,"2013-08-08",2013,1,66,451,25,5,1,"5",0,0,0,0,1,0,0
"405",579,70.7,9.3,13.1,0.03,0,1,0,0,0,"2013-08-09",2013,0,69,466,32,10,2,"6",0,0,0,0,0,1,0
"406",495,72.4,6.4,11.2,0.06,1,0,0,0,0,"2013-08-10",2013,1,58,398,33,3,2,"7",0,0,0,0,0,0,1
"407",481,69.5,10,7.5,0,0,0,0,0,0,"2013-08-11",2013,1,57,381,31,10,1,"1",1,0,0,0,0,0,0
"408",519,68.2,10,7.2,0,0,0,0,0,0,"2013-08-12",2013,2,59,427,26,4,1,"2",0,1,0,0,0,0,0
"409",552,67.8,4.6,3.4,0,1,1,0,0,1,"2013-08-13",2013,1,58,462,25,5,1,"3",0,0,1,0,0,0,0
"411",599,67.2,10,10.2,0,0,0,0,0,0,"2013-08-15",2013,0,57,504,33,4,1,"5",0,0,0,0,1,0,0
"412",678,67.4,10,8.2,0,0,0,0,0,0,"2013-08-16",2013,3,70,551,44,7,3,"6",0,0,0,0,0,1,0
"413",504,67.3,10,3.2,0,0,0,0,0,0,"2013-08-17",2013,0,53,411,28,10,2,"7",0,0,0,0,0,0,1
"414",442,64.8,8.4,3.3,0.01,1,1,0,0,0,"2013-08-18",2013,1,36,366,32,4,3,"1",1,0,0,0,0,0,0
"416",542,71,9.5,7,0.01,0,1,0,0,0,"2013-08-20",2013,0,59,456,21,4,2,"3",0,0,1,0,0,0,0
"417",562,70.3,7.1,6.5,0,1,0,0,0,0,"2013-08-21",2013,0,58,471,29,4,0,"4",0,0,0,1,0,0,0
"418",578,70.5,3.9,9.8,0.01,1,0,0,0,0,"2013-08-22",2013,0,54,491,31,2,0,"5",0,0,0,0,1,0,0
"419",636,70.6,7.8,12.1,0,0,0,0,0,0,"2013-08-23",2013,0,66,529,31,9,1,"6",0,0,0,0,0,1,0
"420",527,66.2,10,10.7,0,0,0,0,0,0,"2013-08-24",2013,0,50,439,26,9,3,"7",0,0,0,0,0,0,1
"421",459,64,10,6.7,0,0,0,0,0,0,"2013-08-25",2013,0,55,372,28,4,0,"1",1,0,0,0,0,0,0
"422",521,68.3,10,11.2,0,0,0,0,0,0,"2013-08-26",2013,1,62,426,21,8,3,"2",0,1,0,0,0,0,0
"425",572,65.7,5.8,11.3,0,1,0,0,0,0,"2013-08-29",2013,0,57,479,29,5,2,"5",0,0,0,0,1,0,0
"426",599,65,9.9,10.8,0,0,0,0,0,0,"2013-08-30",2013,0,54,488,40,14,3,"6",0,0,0,0,0,1,0
"427",480,69.4,7,10.9,0,0,0,0,0,0,"2013-08-31",2013,3,68,373,28,6,2,"7",0,0,0,0,0,0,1
"428",480,70.7,7.5,10.1,0,0,1,0,0,0,"2013-09-01",2013,1,57,382,29,10,1,"1",1,0,0,0,0,0,0
"429",431,70.8,7,7.7,0,1,1,0,0,0,"2013-09-02",2013,2,59,336,25,7,2,"2",0,1,0,0,0,0,0
"431",604,68.5,8.9,8.8,0.06,0,1,0,0,0,"2013-09-04",2013,0,62,490,44,6,2,"4",0,0,0,1,0,0,0
"432",493,67.4,10,10.4,0,0,0,0,0,0,"2013-09-05",2013,0,62,414,13,4,0,"5",0,0,0,0,1,0,0
"433",524,60.3,10,5.3,0,0,0,0,0,0,"2013-09-06",2013,5,52,432,26,5,4,"6",0,0,0,0,0,1,0
"434",585,63.6,10,10.2,0,0,0,0,0,0,"2013-09-07",2013,1,60,476,37,10,1,"7",0,0,0,0,0,0,1
"435",500,68,10,13.3,0,0,1,0,0,0,"2013-09-08",2013,1,49,414,30,2,4,"1",1,0,0,0,0,0,0
"436",632,59.8,10,8.2,0,0,0,0,0,0,"2013-09-09",2013,0,77,515,32,7,1,"2",0,1,0,0,0,0,0
"437",629,65.5,10,10.1,0,0,0,0,0,0,"2013-09-10",2013,1,68,512,38,8,2,"3",0,0,1,0,0,0,0
"438",576,69.9,6.8,10.9,0,0,0,0,0,0,"2013-09-11",2013,0,47,498,24,5,2,"4",0,0,0,1,0,0,0
"439",695,70.2,5.3,11.4,0,0,0,0,0,0,"2013-09-12",2013,0,103,560,26,4,2,"5",0,0,0,0,1,0,0
"440",652,69.1,6.1,8.9,0.01,1,1,0,0,0,"2013-09-13",2013,1,75,533,42,1,0,"6",0,0,0,0,0,1,0
"442",476,61.2,10,6.6,0,0,0,0,0,0,"2013-09-15",2013,0,51,385,30,7,3,"1",1,0,0,0,0,0,0
"443",570,62.4,10,7.4,0,0,1,0,0,0,"2013-09-16",2013,0,53,478,31,5,3,"2",0,1,0,0,0,0,0
"444",627,56.1,10,16.3,0.02,0,1,0,0,0,"2013-09-17",2013,1,61,528,30,4,3,"3",0,0,1,0,0,0,0
"445",571,56.1,10,5.8,0,0,0,0,0,0,"2013-09-18",2013,0,64,469,28,8,2,"4",0,0,0,1,0,0,0
"446",536,62.4,10,9.6,0,0,0,0,0,0,"2013-09-19",2013,0,54,448,26,7,1,"5",0,0,0,0,1,0,0
"447",631,62.6,9.5,6.2,0.01,0,0,0,0,0,"2013-09-20",2013,0,83,512,28,7,1,"6",0,0,0,0,0,1,0
"448",546,63.6,9.9,7.8,0.01,1,0,0,0,0,"2013-09-21",2013,0,67,442,30,6,1,"7",0,0,0,0,0,0,1
"450",661,57.5,10,10.4,0,0,0,0,0,0,"2013-09-23",2013,0,86,537,33,5,0,"2",0,1,0,0,0,0,0
"451",615,54.5,10,8.4,0,0,0,0,0,0,"2013-09-24",2013,1,81,498,26,7,2,"3",0,0,1,0,0,0,0
"452",539,55.3,10,4.5,0,0,0,0,0,0,"2013-09-25",2013,2,61,447,24,4,1,"4",0,0,0,1,0,0,0
"453",516,56.8,10,8,0,0,0,0,0,0,"2013-09-26",2013,2,66,418,22,7,1,"5",0,0,0,0,1,0,0
"454",553,58.1,10,11.5,0,0,0,0,0,0,"2013-09-27",2013,1,63,445,32,8,4,"6",0,0,0,0,0,1,0
"455",547,59.2,10,7.4,0,0,0,0,0,0,"2013-09-28",2013,2,47,456,33,8,1,"7",0,0,0,0,0,0,1
"456",506,54.9,10,7.8,0.01,0,0,0,0,0,"2013-09-29",2013,2,57,414,28,3,2,"1",1,0,0,0,0,0,0
"457",605,59.5,9.8,10.4,0.01,0,0,0,0,0,"2013-09-30",2013,1,64,501,28,7,4,"2",0,1,0,0,0,0,0
"458",616,62.1,10,8,0,0,0,0,0,0,"2013-10-01",2013,0,65,516,29,6,0,"3",0,0,1,0,0,0,0
"459",647,64.8,9.3,8.7,0.01,1,0,0,0,0,"2013-10-02",2013,0,73,533,37,4,0,"4",0,0,0,1,0,0,0
"460",590,65.8,10,6.5,0,0,0,0,0,0,"2013-10-03",2013,0,69,490,27,4,0,"5",0,0,0,0,1,0,0
"461",658,62.8,9.3,5.2,0.01,1,0,0,0,0,"2013-10-04",2013,3,61,545,43,6,0,"6",0,0,0,0,0,1,0
"463",404,59.1,6.9,7.2,0,1,0,0,0,0,"2013-10-06",2013,0,58,309,27,7,3,"1",1,0,0,0,0,0,0
"464",618,65.7,8.5,11.9,0,0,0,0,0,0,"2013-10-07",2013,1,71,508,30,5,3,"2",0,1,0,0,0,0,0
"466",529,56.4,10,11.6,0.03,0,0,0,0,0,"2013-10-09",2013,0,49,444,29,5,2,"4",0,0,0,1,0,0,0
"467",559,58.4,10,11.6,0,0,0,0,0,0,"2013-10-10",2013,0,71,458,25,3,2,"5",0,0,0,0,1,0,0
"468",621,60.6,10,13.3,0,0,0,0,0,0,"2013-10-11",2013,0,71,508,37,1,4,"6",0,0,0,0,0,1,0
"469",556,58.6,10,13.2,0,0,0,0,0,0,"2013-10-12",2013,2,59,452,37,5,1,"7",0,0,0,0,0,0,1
"470",502,55.1,10,11.4,0,0,0,0,0,0,"2013-10-13",2013,1,53,385,50,8,5,"1",1,0,0,0,0,0,0
"471",440,51.5,10,4.6,0,0,0,0,0,0,"2013-10-14",2013,0,51,355,30,2,2,"2",0,1,0,0,0,0,0
"472",615,53.9,10,6.3,0.01,0,0,0,0,0,"2013-10-15",2013,1,77,496,34,6,1,"3",0,0,1,0,0,0,0
"473",548,57.5,6.2,9.3,0.01,0,1,0,0,0,"2013-10-16",2013,3,57,459,21,6,2,"4",0,0,0,1,0,0,0
"474",574,59.4,7.9,6.1,0.01,0,0,0,0,0,"2013-10-17",2013,1,67,471,30,5,0,"5",0,0,0,0,1,0,0
"475",680,62.3,8.8,11,0.01,0,1,0,0,0,"2013-10-18",2013,1,93,529,45,8,4,"6",0,0,0,0,0,1,0
"476",471,57.3,10,6.2,0,0,0,0,0,0,"2013-10-19",2013,1,51,383,28,6,2,"7",0,0,0,0,0,0,1
"477",490,58.3,10,9.4,0.05,0,1,0,0,0,"2013-10-20",2013,0,61,398,27,2,2,"1",1,0,0,0,0,0,0
"478",616,54.4,10,7.1,0,0,0,0,0,0,"2013-10-21",2013,2,78,495,35,6,0,"2",0,1,0,0,0,0,0
"479",540,59.1,10,6.1,0,0,0,0,0,0,"2013-10-22",2013,0,66,441,24,9,0,"3",0,0,1,0,0,0,0
"480",558,52.5,9.8,7.9,0,0,1,0,0,0,"2013-10-23",2013,0,54,462,33,7,2,"4",0,0,0,1,0,0,0
"482",647,48,10,9.2,0,0,0,0,0,0,"2013-10-25",2013,0,58,554,27,7,1,"6",0,0,0,0,0,1,0
"483",626,49,10,13.7,0,0,0,0,0,0,"2013-10-26",2013,0,79,495,39,12,1,"7",0,0,0,0,0,0,1
"484",512,54.3,10,13.8,0.01,0,1,0,0,0,"2013-10-27",2013,1,56,417,33,4,1,"1",1,0,0,0,0,0,0
"485",620,50.7,10,10.3,0,0,0,0,0,0,"2013-10-28",2013,2,84,494,34,3,3,"2",0,1,0,0,0,0,0
"486",600,47.5,10,6.8,0,0,0,0,0,0,"2013-10-29",2013,1,61,505,27,6,0,"3",0,0,1,0,0,0,0
"487",558,46.8,10,5.2,0,0,0,0,0,0,"2013-10-30",2013,0,53,463,33,6,3,"4",0,0,0,1,0,0,0
"488",615,54.8,9.1,6,0,0,0,0,0,0,"2013-10-31",2013,1,87,472,45,10,0,"5",0,0,0,0,1,0,0
"489",710,62.3,6.3,18.2,0.01,0,1,0,0,0,"2013-11-01",2013,0,96,562,38,12,2,"6",0,0,0,0,0,1,0
"491",415,49.4,8.8,12,0.05,0,1,0,0,0,"2013-11-03",2013,0,35,336,31,10,3,"1",1,0,0,0,0,0,0
"492",658,42,10,13.9,0,0,0,0,0,0,"2013-11-04",2013,1,74,545,32,4,2,"2",0,1,0,0,0,0,0
"493",510,43.5,10,3.9,0,0,0,0,0,0,"2013-11-05",2013,1,52,416,35,5,1,"3",0,0,1,0,0,0,0
"494",635,46.5,10,3.7,0,0,0,0,0,0,"2013-11-06",2013,2,77,525,26,2,3,"4",0,0,0,1,0,0,0
"495",646,57.8,7.1,11.4,0.01,0,1,0,0,0,"2013-11-07",2013,0,79,514,42,11,0,"5",0,0,0,0,1,0,0
"497",571,41.7,10,12.9,0.03,0,0,0,0,0,"2013-11-09",2013,0,67,465,25,11,3,"7",0,0,0,0,0,0,1
"498",474,52.5,10,13,0,0,1,0,0,1,"2013-11-10",2013,0,43,398,24,8,1,"1",1,0,0,0,0,0,0
"499",456,47.1,10,15.9,0.01,0,0,0,0,0,"2013-11-11",2013,1,46,371,27,7,4,"2",0,1,0,0,0,0,0
"500",647,45.7,8.5,16.5,0,0,1,1,0,0,"2013-11-12",2013,1,81,527,30,8,0,"3",0,0,1,0,0,0,0
"501",593,33.5,10,12.6,0.06,0,0,0,0,0,"2013-11-13",2013,2,67,489,29,5,1,"4",0,0,0,1,0,0,0
"502",620,42.8,10,14.2,0,0,0,0,0,0,"2013-11-14",2013,3,79,500,30,7,1,"5",0,0,0,0,1,0,0
"503",617,53,10,12.3,0,0,0,0,0,0,"2013-11-15",2013,3,53,522,33,5,1,"6",0,0,0,0,0,1,0
"504",612,51.2,9.6,6.5,0,0,0,0,0,0,"2013-11-16",2013,0,77,495,31,7,2,"7",0,0,0,0,0,0,1
"505",532,48.9,6.8,7,0,1,1,0,0,0,"2013-11-17",2013,0,71,409,44,5,3,"1",1,0,0,0,0,0,0
"508",607,38,10,14.5,0,0,0,0,0,0,"2013-11-20",2013,2,72,494,26,11,2,"4",0,0,0,1,0,0,0
"509",628,39,10,4.9,0,0,0,0,0,0,"2013-11-21",2013,3,68,514,39,4,0,"5",0,0,0,0,1,0,0
"510",702,46.2,9.4,5.6,0,0,1,0,0,0,"2013-11-22",2013,2,78,576,36,9,1,"6",0,0,0,0,0,1,0
"511",536,47.3,9.6,9.9,0.08,0,1,0,0,0,"2013-11-23",2013,0,67,425,33,7,4,"7",0,0,0,0,0,0,1
"512",494,30.5,10,18.3,0.01,0,0,0,0,0,"2013-11-24",2013,0,72,386,30,2,4,"1",1,0,0,0,0,0,0
"513",710,27,10,15.4,0,0,0,0,0,0,"2013-11-25",2013,0,63,614,29,4,0,"2",0,1,0,0,0,0,0
"514",867,44.4,10,11.3,0,0,1,0,0,0,"2013-11-26",2013,0,137,678,42,8,2,"3",0,0,1,0,0,0,0
"517",437,31.2,10,8.7,0,0,0,0,0,0,"2013-11-29",2013,1,44,370,18,3,1,"6",0,0,0,0,0,1,0
"518",479,31.3,10,6.5,0,0,0,0,0,0,"2013-11-30",2013,1,45,402,23,8,0,"7",0,0,0,0,0,0,1
"519",420,43.1,9.8,10.9,0,0,1,0,0,0,"2013-12-01",2013,1,57,331,25,3,3,"1",1,0,0,0,0,0,0
"520",549,44,7,7.1,0.07,1,1,0,0,0,"2013-12-02",2013,1,56,451,31,6,4,"2",0,1,0,0,0,0,0
"521",553,41.8,10,11.7,0,0,0,0,0,0,"2013-12-03",2013,1,75,444,26,5,2,"3",0,0,1,0,0,0,0
"522",520,39.8,9.8,6.4,0,0,0,0,0,0,"2013-12-04",2013,1,57,428,27,5,2,"4",0,0,0,1,0,0,0
"523",573,43.4,8.3,7.4,0,1,0,0,0,0,"2013-12-05",2013,0,85,453,30,4,1,"5",0,0,0,0,1,0,0
"530",648,28.1,10,11.5,0,0,0,0,0,0,"2013-12-12",2013,0,73,546,20,8,1,"5",0,0,0,0,1,0,0
"531",695,28.1,9.9,12.7,0,0,0,1,0,0,"2013-12-13",2013,1,69,580,36,4,5,"6",0,0,0,0,0,1,0
"532",690,26.9,8.1,10.7,0,0,0,1,0,0,"2013-12-14",2013,1,94,540,48,7,0,"7",0,0,0,0,0,0,1
"535",703,28.6,9,9.6,0,0,1,1,0,0,"2013-12-17",2013,2,66,573,50,9,3,"3",0,0,1,0,0,0,0
"537",607,39.1,10,13.8,0,0,0,0,0,0,"2013-12-19",2013,0,76,489,38,3,1,"5",0,0,0,0,1,0,0
"538",674,42.5,8.3,7.4,0,0,0,0,0,0,"2013-12-20",2013,1,89,543,32,6,3,"6",0,0,0,0,0,1,0
"539",594,47.6,5.5,9,0,0,0,0,0,0,"2013-12-21",2013,0,66,493,27,4,4,"7",0,0,0,0,0,0,1
"541",707,48.7,3.5,6.7,0,1,1,0,0,0,"2013-12-23",2013,2,101,560,34,8,2,"2",0,1,0,0,0,0,0
"543",257,26.2,9.7,12.5,0.06,0,0,1,0,0,"2013-12-25",2013,0,31,196,22,5,3,"4",0,0,0,1,0,0,0
"544",428,33.3,9.3,7.8,0,0,1,0,0,0,"2013-12-26",2013,3,56,338,25,4,2,"5",0,0,0,0,1,0,0
"546",475,39.3,9.9,10.4,0,0,0,0,0,0,"2013-12-28",2013,0,58,380,32,3,2,"7",0,0,0,0,0,0,1
"547",394,43.2,6.9,7.8,0,0,1,0,0,0,"2013-12-29",2013,1,60,311,14,7,1,"1",1,0,0,0,0,0,0
"549",465,28.5,9.4,10.1,0,0,0,1,0,0,"2013-12-31",2013,3,56,383,20,2,1,"3",0,0,1,0,0,0,0
"550",399,28.2,10,11.3,0,0,0,0,0,0,"2014-01-01",2014,1,57,307,28,4,2,"4",0,0,0,1,0,0,0
"551",603,31.1,5.8,10.9,0,0,1,1,0,0,"2014-01-02",2014,1,96,467,31,5,3,"5",0,0,0,0,1,0,0
"553",418,18.8,9.3,12.1,0.01,0,0,1,0,0,"2014-01-04",2014,1,63,325,22,6,1,"7",0,0,0,0,0,0,1
"554",320,37.8,9,8.6,0,0,0,0,0,0,"2014-01-05",2014,1,39,256,19,4,1,"1",1,0,0,0,0,0,0
"557",616,18.2,10,12,0,0,0,0,0,0,"2014-01-08",2014,2,82,500,26,4,2,"4",0,0,0,1,0,0,0
"558",561,23.5,10,7.9,0,0,0,0,0,0,"2014-01-09",2014,1,69,465,21,5,0,"5",0,0,0,0,1,0,0
"559",667,28.8,9.7,5.8,0,0,0,1,0,0,"2014-01-10",2014,3,93,526,38,7,0,"6",0,0,0,0,0,1,0
