"","collision_date","NUM_COLLISIONS","vehicle_1","vehicle_2","vehicle_3","vehicle_4","vehicle_5","date","year","no_v","one_v","two_v","three_v","four_v","five_v"
"2734","2021-03-23",283,282,231,29,1,1,2021-03-23,2021,1,51,202,28,0,1
"2735","2020-12-09",280,279,224,36,14,5,2020-12-09,2020,1,55,188,22,9,5
"2736","2020-12-24",315,310,223,32,13,2,2020-12-24,2020,5,87,191,19,11,2
"2737","2020-12-15",315,313,231,30,8,2,2020-12-15,2020,2,82,201,22,6,2
"2738","2020-11-10",343,341,260,36,15,7,2020-11-10,2020,2,81,224,21,8,7
"2739","2020-10-28",309,306,229,24,5,2,2020-10-28,2020,3,77,205,19,3,2
"2740","2020-11-27",279,278,219,27,11,4,2020-11-27,2020,1,59,192,16,7,4
"2741","2020-06-07",206,206,152,22,13,4,2020-06-07,2020,0,54,130,9,9,4
"2742","2020-09-19",330,330,251,40,10,3,2020-09-19,2020,0,79,211,30,7,3
"2743","2020-08-05",345,342,264,33,8,1,2020-08-05,2020,3,78,231,25,7,1
"2744","2020-07-07",243,242,190,21,6,2,2020-07-07,2020,1,52,169,15,4,2
"2745","2020-07-30",300,298,237,32,11,0,2020-07-30,2020,2,61,205,21,11,0
"2746","2020-07-25",291,288,215,43,13,4,2020-07-25,2020,3,73,172,30,9,4
"2747","2020-06-19",306,306,231,29,9,2,2020-06-19,2020,0,75,202,20,7,2
"2748","2020-06-02",197,197,158,24,9,2,2020-06-02,2020,0,39,134,15,7,2
"2749","2015-06-17",706,702,630,40,4,2,2015-06-17,2015,4,72,590,36,2,2
"2750","2015-06-07",559,557,496,37,10,4,2015-06-07,2015,2,61,459,27,6,4
"2751","2015-05-18",566,563,495,46,7,0,2015-05-18,2015,3,68,449,39,7,0
"2752","2020-06-14",228,227,177,32,10,2,2020-06-14,2020,1,50,145,22,8,2
"2753","2020-03-21",238,237,195,31,7,2,2020-03-21,2020,1,42,164,24,5,2
"2754","2020-02-02",391,391,311,33,9,0,2020-02-02,2020,0,80,278,24,9,0
"2755","2019-12-20",698,696,587,48,7,3,2019-12-20,2019,2,109,539,41,4,3
"2756","2019-12-18",701,700,590,54,10,2,2019-12-18,2019,1,110,536,44,8,2
"2757","2020-01-15",508,506,427,31,4,2,2020-01-15,2020,2,79,396,27,2,2
"2758","2020-01-02",413,412,329,25,8,3,2020-01-02,2020,1,83,304,17,5,3
"2759","2019-11-11",481,480,402,39,9,4,2019-11-11,2019,1,78,363,30,5,4
"2760","2019-11-13",599,597,519,33,7,4,2019-11-13,2019,2,78,486,26,3,4
"2761","2019-11-23",528,525,451,40,7,0,2019-11-23,2019,3,74,411,33,7,0
"2762","2019-09-13",687,682,585,53,10,0,2019-09-13,2019,5,97,532,43,10,0
"2763","2019-09-11",624,624,543,32,6,2,2019-09-11,2019,0,81,511,26,4,2
"2764","2019-09-12",689,686,575,40,10,5,2019-09-12,2019,3,111,535,30,5,5
"2765","2022-08-31",290,290,230,24,7,1,2022-08-31,2022,0,60,206,17,6,1
"2766","2015-03-13",609,608,536,39,8,2,2015-03-13,2015,1,72,497,31,6,2
"2767","2015-03-02",650,649,559,35,4,3,2015-03-02,2015,1,90,524,31,1,3
"2768","2015-02-21",517,517,467,25,6,2,2015-02-21,2015,0,50,442,19,4,2
"2769","2014-12-04",606,605,538,40,5,3,2014-12-04,2014,1,67,498,35,2,3
"2770","2019-08-15",560,557,482,34,5,0,2019-08-15,2019,3,75,448,29,5,0
"2771","2019-08-07",608,607,519,31,9,6,2019-08-07,2019,1,88,488,22,3,6
"2772","2019-07-18",620,618,525,41,7,2,2019-07-18,2019,2,93,484,34,5,2
"2773","2019-05-21",745,743,639,49,11,2,2019-05-21,2019,2,104,590,38,9,2
"2774","2019-05-27",442,440,376,48,11,1,2019-05-27,2019,2,64,328,37,10,1
"2775","2019-04-05",701,700,604,44,10,3,2019-04-05,2019,1,96,560,34,7,3
"2776","2019-02-03",490,488,396,39,8,1,2019-02-03,2019,2,92,357,31,7,1
"2777","2019-01-19",479,478,380,31,8,1,2019-01-19,2019,1,98,349,23,7,1
"2778","2018-11-04",502,500,409,38,9,2,2018-11-04,2018,2,91,371,29,7,2
"2779","2018-09-12",783,781,683,41,9,2,2018-09-12,2018,2,98,642,32,7,2
"2780","2018-08-06",632,631,533,33,7,2,2018-08-06,2018,1,98,500,26,5,2
"2781","2018-08-05",573,572,485,44,7,2,2018-08-05,2018,1,87,441,37,5,2
"2782","2014-02-25",513,511,448,30,5,2,2014-02-25,2014,2,63,418,25,3,2
"2783","2013-12-17",703,701,635,62,12,3,2013-12-17,2013,2,66,573,50,9,3
"2784","2013-10-31",615,614,527,55,10,0,2013-10-31,2013,1,87,472,45,10,0
"2785","2013-10-22",540,540,474,33,9,0,2013-10-22,2013,0,66,441,24,9,0
"2786","2018-07-29",463,463,390,38,12,7,2018-07-29,2018,0,73,352,26,5,7
"2787","2018-07-27",753,752,652,48,9,2,2018-07-27,2018,1,100,604,39,7,2
"2788","2018-06-16",677,674,589,35,10,3,2018-06-16,2018,3,85,554,25,7,3
"2789","2018-07-02",719,714,625,44,9,0,2018-07-02,2018,5,89,581,35,9,0
"2790","2018-05-22",689,687,599,43,6,1,2018-05-22,2018,2,88,556,37,5,1
"2791","2018-05-12",602,600,532,51,12,3,2018-05-12,2018,2,68,481,39,9,3
"2792","2018-04-15",510,509,416,50,8,1,2018-04-15,2018,1,93,366,42,7,1
"2793","2013-08-17",504,504,451,40,12,2,2013-08-17,2013,0,53,411,28,10,2
"2794","2013-07-27",516,516,467,43,9,3,2013-07-27,2013,0,49,424,34,6,3
"2795","2013-07-04",438,438,388,43,5,1,2013-07-04,2013,0,50,345,38,4,1
"2796","2018-01-12",704,701,573,29,7,0,2018-01-12,2018,3,128,544,22,7,0
"2797","2017-12-30",565,564,478,40,8,0,2017-12-30,2017,1,86,438,32,8,0
"2798","2017-11-29",701,697,605,41,10,5,2017-11-29,2017,4,92,564,31,5,5
"2799","2017-11-03",776,774,666,49,10,3,2017-11-03,2017,2,108,617,39,7,3
"2800","2017-10-28",615,615,525,35,6,1,2017-10-28,2017,0,90,490,29,5,1
"2801","2017-10-30",832,826,655,40,10,2,2017-10-30,2017,6,171,615,30,8,2
"2802","2017-10-19",766,765,640,55,6,0,2017-10-19,2017,1,125,585,49,6,0
"2803","2017-11-08",662,657,560,38,10,2,2017-11-08,2017,5,97,522,28,8,2
"2804","2017-10-31",696,696,593,37,7,3,2017-10-31,2017,0,103,556,30,4,3
"2805","2017-09-30",550,549,474,43,6,2,2017-09-30,2017,1,75,431,37,4,2
"2806","2017-08-12",526,521,443,37,10,3,2017-08-12,2017,5,78,406,27,7,3
"2807","2017-08-02",618,617,529,35,7,5,2017-08-02,2017,1,88,494,28,2,5
"2808","2013-01-26",558,558,474,50,9,2,2013-01-26,2013,0,84,424,41,7,2
"2809","2013-01-10",555,555,478,34,5,1,2013-01-10,2013,0,77,444,29,4,1
"2810","2012-11-24",458,458,418,32,5,1,2012-11-24,2012,0,40,386,27,4,1
"2811","2012-10-09",570,570,513,38,3,0,2012-10-09,2012,0,57,475,35,3,0
"2812","2012-11-02",345,345,305,14,2,0,2012-11-02,2012,0,40,291,12,2,0
"2813","2017-07-10",667,666,570,33,6,1,2017-07-10,2017,1,96,537,27,5,1
"2814","2017-05-10",668,667,568,45,14,6,2017-05-10,2017,1,99,523,31,8,6
"2815","2017-05-03",714,710,619,48,11,3,2017-05-03,2017,4,91,571,37,8,3
"2816","2017-06-26",669,666,574,30,5,0,2017-06-26,2017,3,92,544,25,5,0
"2817","2017-05-19",974,972,849,51,9,1,2017-05-19,2017,2,123,798,42,8,1
"2818","2012-07-06",638,638,590,46,8,4,2012-07-06,2012,0,48,544,38,4,4
"2819","2022-09-10",265,262,214,23,8,2,2022-09-10,2022,3,48,191,15,6,2
"2820","2022-10-13",297,296,215,21,4,2,2022-10-13,2022,1,81,194,17,2,2
"2821","2022-10-16",238,237,184,32,11,4,2022-10-16,2022,1,53,152,21,7,4
"2822","2022-10-17",251,250,198,20,4,2,2022-10-17,2022,1,52,178,16,2,2
"2823","2016-12-31",465,462,377,42,11,2,2016-12-31,2016,3,85,335,31,9,2
"2824","2016-12-11",522,520,435,45,10,5,2016-12-11,2016,2,85,390,35,5,5
"2825","2016-11-25",455,453,371,36,8,3,2016-11-25,2016,2,82,335,28,5,3
"2826","2016-11-30",730,728,594,37,9,5,2016-11-30,2016,2,134,557,28,4,5
"2827","2016-11-17",707,707,624,27,9,0,2016-11-17,2016,0,83,597,18,9,0
"2828","2021-05-01",318,317,246,34,10,2,2021-05-01,2021,1,71,212,24,8,2
"2829","2021-10-02",349,348,292,51,16,8,2021-10-02,2021,1,56,241,35,8,8
"2830","2022-02-20",245,245,191,33,11,2,2022-02-20,2022,0,54,158,22,9,2
"2831","2021-06-08",355,353,278,34,10,3,2021-06-08,2021,2,75,244,24,7,3
"2832","2021-06-27",332,331,265,44,13,7,2021-06-27,2021,1,66,221,31,6,7
"2833","2021-07-10",293,293,231,35,8,4,2021-07-10,2021,0,62,196,27,4,4
"2834","2021-10-26",323,322,227,30,5,0,2021-10-26,2021,1,95,197,25,5,0
"2835","2022-04-11",283,281,217,27,5,0,2022-04-11,2022,2,64,190,22,5,0
"2836","2021-08-28",303,303,226,36,14,7,2021-08-28,2021,0,77,190,22,7,7
"2837","2022-04-14",331,330,266,27,5,2,2022-04-14,2022,1,64,239,22,3,2
"2838","2021-09-03",352,350,262,29,8,2,2021-09-03,2021,2,88,233,21,6,2
"2839","2021-11-10",346,344,280,29,7,3,2021-11-10,2021,2,64,251,22,4,3
"2840","2021-12-01",266,265,201,13,5,2,2021-12-01,2021,1,64,188,8,3,2
"2841","2021-12-06",345,342,247,33,7,2,2021-12-06,2021,3,95,214,26,5,2
"2842","2021-12-10",301,298,231,19,5,2,2021-12-10,2021,3,67,212,14,3,2
"2843","2022-03-06",237,235,177,20,6,1,2022-03-06,2022,2,58,157,14,5,1
"2844","2022-05-07",293,290,216,27,6,3,2022-05-07,2022,3,74,189,21,3,3
"2845","2022-05-11",300,299,227,19,7,1,2022-05-11,2022,1,72,208,12,6,1
"2846","2016-10-26",706,705,617,48,7,1,2016-10-26,2016,1,88,569,41,6,1
"2847","2016-09-14",779,776,681,52,9,1,2016-09-14,2016,3,95,629,43,8,1
"2848","2016-08-16",644,641,533,40,11,5,2016-08-16,2016,3,108,493,29,6,5
"2849","2016-08-12",729,726,628,48,9,1,2016-08-12,2016,3,98,580,39,8,1
"2850","2016-08-03",687,687,576,34,7,3,2016-08-03,2016,0,111,542,27,4,3
"2851","2015-12-20",500,499,454,37,10,7,2015-12-20,2015,1,45,417,27,3,7
"2852","2022-07-27",286,281,232,28,5,2,2022-07-27,2022,5,49,204,23,3,2
"2853","2022-07-09",259,259,195,26,8,3,2022-07-09,2022,0,64,169,18,5,3
"2854","2022-06-10",366,362,304,33,4,2,2022-06-10,2022,4,58,271,29,2,2
"2855","2022-06-13",319,317,252,33,5,1,2022-06-13,2022,2,65,219,28,4,1
"2856","2022-06-21",317,317,240,33,12,7,2022-06-21,2022,0,77,207,21,5,7
"2857","2021-02-28",212,209,150,28,8,5,2021-02-28,2021,3,59,122,20,3,5
"2858","2021-03-06",251,249,191,33,7,3,2021-03-06,2021,2,58,158,26,4,3
"2859","2021-02-24",267,265,206,22,7,2,2021-02-24,2021,2,59,184,15,5,2
"2860","2021-03-05",306,304,234,24,9,4,2021-03-05,2021,2,70,210,15,5,4
"2861","2021-02-13",210,210,166,27,11,4,2021-02-13,2021,0,44,139,16,7,4
"2862","2021-02-27",223,222,161,27,9,1,2021-02-27,2021,1,61,134,18,8,1
"2863","2021-04-05",268,267,213,31,12,4,2021-04-05,2021,1,54,182,19,8,4
"2864","2021-01-20",253,253,191,29,13,4,2021-01-20,2021,0,62,162,16,9,4
"2865","2021-02-06",275,273,196,16,3,1,2021-02-06,2021,2,77,180,13,2,1
"2866","2020-11-28",239,239,186,27,5,2,2020-11-28,2020,0,53,159,22,3,2
"2867","2020-10-01",332,328,257,32,11,6,2020-10-01,2020,4,71,225,21,5,6
"2868","2020-07-06",257,256,202,33,13,3,2020-07-06,2020,1,54,169,20,10,3
"2869","2020-07-15",268,267,207,29,6,1,2020-07-15,2020,1,60,178,23,5,1
"2870","2020-07-16",322,322,245,34,10,6,2020-07-16,2020,0,77,211,24,4,6
"2871","2020-06-27",273,273,213,31,6,2,2020-06-27,2020,0,60,182,25,4,2
"2872","2020-04-20",140,139,106,16,8,3,2020-04-20,2020,1,33,90,8,5,3
"2873","2020-04-22",148,148,114,16,4,3,2020-04-22,2020,0,34,98,12,1,3
"2874","2020-06-23",291,290,223,30,11,4,2020-06-23,2020,1,67,193,19,7,4
"2875","2015-07-28",643,642,579,37,7,4,2015-07-28,2015,1,63,542,30,3,4
"2876","2015-07-01",683,681,603,33,4,1,2015-07-01,2015,2,78,570,29,3,1
"2877","2020-04-08",125,125,93,19,6,2,2020-04-08,2020,0,32,74,13,4,2
"2878","2020-03-23",225,223,173,13,3,1,2020-03-23,2020,2,50,160,10,2,1
"2879","2020-03-20",306,305,235,17,8,1,2020-03-20,2020,1,70,218,9,7,1
"2880","2020-02-04",464,460,395,25,5,1,2020-02-04,2020,4,65,370,20,4,1
"2881","2020-02-05",432,430,370,21,4,2,2020-02-05,2020,2,60,349,17,2,2
"2882","2019-11-14",545,544,456,26,7,3,2019-11-14,2019,1,88,430,19,4,3
"2883","2019-10-28",607,605,511,37,6,3,2019-10-28,2019,2,94,474,31,3,3
"2884","2019-08-18",481,477,399,46,4,0,2019-08-18,2019,4,78,353,42,4,0
"2885","2019-08-24",514,512,425,41,9,3,2019-08-24,2019,2,87,384,32,6,3
"2886","2015-01-27",188,188,159,8,1,0,2015-01-27,2015,0,29,151,7,1,0
"2887","2015-01-04",381,381,307,39,8,2,2015-01-04,2015,0,74,268,31,6,2
"2888","2014-12-24",519,518,449,29,6,1,2014-12-24,2014,1,69,420,23,5,1
"2889","2019-07-30",638,638,557,30,6,1,2019-07-30,2019,0,81,527,24,5,1
"2890","2019-08-01",618,615,524,29,7,0,2019-08-01,2019,3,91,495,22,7,0
"2891","2019-08-13",469,468,397,24,2,1,2019-08-13,2019,1,71,373,22,1,1
"2892","2019-07-02",591,587,488,30,8,2,2019-07-02,2019,4,99,458,22,6,2
"2893","2019-04-21",398,397,322,38,14,4,2019-04-21,2019,1,75,284,24,10,4
"2894","2019-03-27",562,560,478,32,11,3,2019-03-27,2019,2,82,446,21,8,3
"2895","2019-03-12",586,582,509,33,4,0,2019-03-12,2019,4,73,476,29,4,0
"2896","2019-03-18",575,572,491,35,9,3,2019-03-18,2019,3,81,456,26,6,3
"2897","2019-03-06",589,589,498,29,5,0,2019-03-06,2019,0,91,469,24,5,0
"2898","2019-02-22",546,544,466,31,6,1,2019-02-22,2019,2,78,435,25,5,1
"2899","2014-09-08",598,598,548,39,6,0,2014-09-08,2014,0,50,509,33,6,0
"2900","2014-08-02",540,540,474,43,17,2,2014-08-02,2014,0,66,431,26,15,2
"2901","2019-01-15",618,618,526,31,8,1,2019-01-15,2019,0,92,495,23,7,1
"2902","2018-12-28",681,674,535,34,10,5,2018-12-28,2018,7,139,501,24,5,5
"2903","2018-12-19",749,747,636,51,9,2,2018-12-19,2018,2,111,585,42,7,2
"2904","2018-12-15",628,625,519,38,7,3,2018-12-15,2018,3,106,481,31,4,3
"2905","2018-12-29",499,498,414,38,5,2,2018-12-29,2018,1,84,376,33,3,2
"2906","2018-10-01",583,580,496,35,7,1,2018-10-01,2018,3,84,461,28,6,1
"2907","2018-09-10",650,650,541,47,15,6,2018-09-10,2018,0,109,494,32,9,6
"2908","2018-08-22",599,599,519,45,10,3,2018-08-22,2018,0,80,474,35,7,3
"2909","2018-06-13",706,703,627,40,7,2,2018-06-13,2018,3,76,587,33,5,2
"2910","2018-06-20",698,697,615,38,6,1,2018-06-20,2018,1,82,577,32,5,1
"2911","2018-06-12",720,719,610,33,6,0,2018-06-12,2018,1,109,577,27,6,0
"2912","2018-06-11",686,680,598,47,14,4,2018-06-11,2018,6,82,551,33,10,4
"2913","2018-05-24",770,766,651,40,8,0,2018-05-24,2018,4,115,611,32,8,0
"2914","2018-05-03",790,789,692,48,4,1,2018-05-03,2018,1,97,644,44,3,1
"2915","2018-04-30",656,656,567,46,8,1,2018-04-30,2018,0,89,521,38,7,1
"2916","2018-04-29",505,503,419,37,6,1,2018-04-29,2018,2,84,382,31,5,1
"2917","2018-02-08",616,614,520,32,9,0,2018-02-08,2018,2,94,488,23,9,0
"2918","2018-01-03",645,644,568,41,9,2,2018-01-03,2018,1,76,527,32,7,2
"2919","2013-06-01",631,631,574,43,6,1,2013-06-01,2013,0,57,531,37,5,1
"2920","2013-03-07",535,534,458,36,4,2,2013-03-07,2013,1,76,422,32,2,2
"2921","2013-04-09",613,613,554,52,9,1,2013-04-09,2013,0,59,502,43,8,1
"2922","2013-04-05",582,582,528,30,9,4,2013-04-05,2013,0,54,498,21,5,4
"2923","2013-03-04",597,597,537,46,14,3,2013-03-04,2013,0,60,491,32,11,3
"2924","2018-01-20",530,529,448,44,13,6,2018-01-20,2018,1,81,404,31,7,6
"2925","2017-12-21",742,739,619,40,9,1,2017-12-21,2017,3,120,579,31,8,1
"2926","2017-11-13",699,698,610,46,16,6,2017-11-13,2017,1,88,564,30,10,6
"2927","2017-11-15",713,712,622,40,6,1,2017-11-15,2017,1,90,582,34,5,1
"2928","2017-10-15",496,496,417,37,9,2,2017-10-15,2017,0,79,380,28,7,2
"2929","2017-09-23",631,628,525,48,11,4,2017-09-23,2017,3,103,477,37,7,4
"2930","2017-10-06",649,648,570,41,9,1,2017-10-06,2017,1,78,529,32,8,1
"2931","2017-09-13",738,736,652,47,13,2,2017-09-13,2017,2,84,605,34,11,2
"2932","2017-09-04",532,528,445,40,9,4,2017-09-04,2017,4,83,405,31,5,4
"2933","2017-08-19",638,636,550,56,13,4,2017-08-19,2017,2,86,494,43,9,4
"2934","2017-07-09",512,512,430,42,5,2,2017-07-09,2017,0,82,388,37,3,2
"2935","2017-07-15",649,649,550,45,17,4,2017-07-15,2017,0,99,505,28,13,4
"2936","2017-06-18",593,589,507,44,13,5,2017-06-18,2017,4,82,463,31,8,5
"2937","2017-06-11",702,701,608,67,12,5,2017-06-11,2017,1,93,541,55,7,5
"2938","2017-05-22",719,713,644,46,8,5,2017-05-22,2017,6,69,598,38,3,5
"2939","2017-05-27",475,475,409,28,7,0,2017-05-27,2017,0,66,381,21,7,0
"2940","2017-06-01",654,651,561,40,6,0,2017-06-01,2017,3,90,521,34,6,0
"2941","2017-04-24",541,540,474,29,6,2,2017-04-24,2017,1,66,445,23,4,2
"2942","2017-04-15",495,493,427,39,9,2,2017-04-15,2017,2,66,388,30,7,2
"2943","2017-02-10",708,707,616,51,6,1,2017-02-10,2017,1,91,565,45,5,1
"2944","2012-08-06",593,593,539,41,10,3,2012-08-06,2012,0,54,498,31,7,3
"2945","2022-10-01",319,315,242,23,3,0,2022-10-01,2022,4,73,219,20,3,0
"2946","2022-10-22",303,302,229,36,9,2,2022-10-22,2022,1,73,193,27,7,2
"2947","2016-12-06",711,709,590,46,12,2,2016-12-06,2016,2,119,544,34,10,2
"2948","2016-11-27",466,465,393,38,10,1,2016-11-27,2016,1,72,355,28,9,1
"2949","2016-11-20",529,523,424,40,12,4,2016-11-20,2016,6,99,384,28,8,4
"2950","2016-11-16",705,704,615,41,6,2,2016-11-16,2016,1,89,574,35,4,2
"2951","2016-09-15",757,755,661,37,6,1,2016-09-15,2016,2,94,624,31,5,1
"2952","2021-04-29",324,323,259,40,13,5,2021-04-29,2021,1,64,219,27,8,5
"2953","2021-05-12",329,328,255,27,9,6,2021-05-12,2021,1,73,228,18,3,6
"2954","2022-04-08",343,340,261,25,6,1,2022-04-08,2022,3,79,236,19,5,1
"2955","2021-11-21",273,272,202,41,13,7,2021-11-21,2021,1,70,161,28,6,7
"2956","2021-11-26",261,260,196,34,12,2,2021-11-26,2021,1,64,162,22,10,2
"2957","2021-12-09",283,283,217,26,6,1,2021-12-09,2021,0,66,191,20,5,1
"2958","2022-02-23",253,252,198,25,6,0,2022-02-23,2022,1,54,173,19,6,0
"2959","2022-03-22",290,287,222,15,3,1,2022-03-22,2022,3,65,207,12,2,1
"2960","2022-05-14",277,277,217,35,8,3,2022-05-14,2022,0,60,182,27,5,3
"2961","2016-10-04",523,522,441,30,5,0,2016-10-04,2016,1,81,411,25,5,0
"2962","2016-09-25",572,570,493,42,6,2,2016-09-25,2016,2,77,451,36,4,2
"2963","2016-08-23",637,637,552,38,8,5,2016-08-23,2016,0,85,514,30,3,5
"2964","2016-08-28",559,557,465,40,7,1,2016-08-28,2016,2,92,425,33,6,1
"2965","2016-08-04",715,714,632,39,8,1,2016-08-04,2016,1,82,593,31,7,1
"2966","2016-08-07",540,539,464,42,10,1,2016-08-07,2016,1,75,422,32,9,1
"2967","2016-04-26",479,477,409,34,10,3,2016-04-26,2016,2,68,375,24,7,3
"2968","2016-04-07",630,628,526,40,13,2,2016-04-07,2016,2,102,486,27,11,2
"2969","2016-02-08",501,500,438,38,7,2,2016-02-08,2016,1,62,400,31,5,2
"2970","2022-07-24",265,262,208,42,13,4,2022-07-24,2022,3,54,166,29,9,4
"2971","2022-07-30",306,306,249,34,8,4,2022-07-30,2022,0,57,215,26,4,4
"2972","2022-06-19",305,304,246,35,10,2,2022-06-19,2022,1,58,211,25,8,2
"2973","2022-08-23",272,271,218,25,9,3,2022-08-23,2022,1,53,193,16,6,3
"2974","2021-03-15",253,253,187,24,7,2,2021-03-15,2021,0,66,163,17,5,2
"2975","2021-03-29",240,240,197,16,5,2,2021-03-29,2021,0,43,181,11,3,2
"2976","2021-04-13",321,319,252,26,6,1,2021-04-13,2021,2,67,226,20,5,1
"2977","2021-02-04",277,276,218,25,4,0,2021-02-04,2021,1,58,193,21,4,0
"2978","2020-10-23",337,336,261,33,10,4,2020-10-23,2020,1,75,228,23,6,4
"2979","2020-10-19",276,276,228,19,3,1,2020-10-19,2020,0,48,209,16,2,1
"2980","2020-11-29",248,247,192,37,12,4,2020-11-29,2020,1,55,155,25,8,4
"2981","2020-11-19",279,278,207,26,6,1,2020-11-19,2020,1,71,181,20,5,1
"2982","2020-08-30",303,301,227,28,5,1,2020-08-30,2020,2,74,199,23,4,1
"2983","2020-09-17",322,319,254,36,7,2,2020-09-17,2020,3,65,218,29,5,2
"2984","2020-07-20",281,280,223,36,9,3,2020-07-20,2020,1,57,187,27,6,3
"2985","2020-06-01",196,196,140,25,7,2,2020-06-01,2020,0,56,115,18,5,2
"2986","2020-06-18",226,224,171,14,3,1,2020-06-18,2020,2,53,157,11,2,1
"2987","2015-09-24",619,616,531,45,11,2,2015-09-24,2015,3,85,486,34,9,2
"2988","2020-04-09",103,102,77,12,4,2,2020-04-09,2020,1,25,65,8,2,2
"2989","2020-03-17",374,371,321,28,7,4,2020-03-17,2020,3,50,293,21,3,4
"2990","2020-03-19",339,339,269,20,6,1,2020-03-19,2020,0,70,249,14,5,1
"2991","2020-01-27",452,450,375,28,1,0,2020-01-27,2020,2,75,347,27,1,0
"2992","2020-02-14",632,631,518,37,11,3,2020-02-14,2020,1,113,481,26,8,3
"2993","2019-12-15",503,501,418,39,8,3,2019-12-15,2019,2,83,379,31,5,3
"2994","2019-10-27",467,465,388,39,8,2,2019-10-27,2019,2,77,349,31,6,2
"2995","2019-11-02",506,506,413,44,12,3,2019-11-02,2019,0,93,369,32,9,3
"2996","2019-10-02",688,686,605,43,11,2,2019-10-02,2019,2,81,562,32,9,2
"2997","2019-09-21",577,576,481,40,10,4,2019-09-21,2019,1,95,441,30,6,4
"2998","2015-01-16",563,562,493,33,9,2,2015-01-16,2015,1,69,460,24,7,2
"2999","2015-01-13",613,611,530,37,4,0,2015-01-13,2015,2,81,493,33,4,0
"3000","2019-07-21",477,475,402,38,6,1,2019-07-21,2019,2,73,364,32,5,1
"3001","2019-08-16",523,523,443,33,2,2,2019-08-16,2019,0,80,410,31,0,2
"3002","2019-07-25",605,603,511,28,2,0,2019-07-25,2019,2,92,483,26,2,0
"3003","2019-07-28",527,525,451,40,3,2,2019-07-28,2019,2,74,411,37,1,2
"3004","2019-05-09",593,592,503,37,8,2,2019-05-09,2019,1,89,466,29,6,2
"3005","2019-04-29",565,565,489,36,11,3,2019-04-29,2019,0,76,453,25,8,3
"3006","2019-04-14",457,454,389,38,12,4,2019-04-14,2019,3,65,351,26,8,4
"3007","2019-04-04",660,657,553,37,9,1,2019-04-04,2019,3,104,516,28,8,1
"3008","2014-10-14",697,697,611,37,6,1,2014-10-14,2014,0,86,574,31,5,1
"3009","2019-02-06",615,611,513,34,7,0,2019-02-06,2019,4,98,479,27,7,0
"3010","2019-01-03",504,503,414,15,3,1,2019-01-03,2019,1,89,399,12,2,1
"3011","2019-01-02",502,497,414,25,4,1,2019-01-02,2019,5,83,389,21,3,1
"3012","2018-12-10",651,649,550,28,5,1,2018-12-10,2018,2,99,522,23,4,1
"3013","2018-11-12",497,493,420,36,10,3,2018-11-12,2018,4,73,384,26,7,3
"3014","2018-10-17",699,697,584,41,11,4,2018-10-17,2018,2,113,543,30,7,4
"3015","2018-08-31",623,622,541,37,6,1,2018-08-31,2018,1,81,504,31,5,1
"3016","2018-09-15",596,593,517,44,4,1,2018-09-15,2018,3,76,473,40,3,1
"3017","2018-09-11",544,541,460,39,14,3,2018-09-11,2018,3,81,421,25,11,3
"3018","2018-09-14",684,683,579,46,6,2,2018-09-14,2018,1,104,533,40,4,2
"3019","2018-08-27",651,649,551,39,4,1,2018-08-27,2018,2,98,512,35,3,1
"3020","2014-03-12",515,514,244,9,1,0,2014-03-12,2014,1,270,235,8,1,0
"3021","2018-07-17",680,678,585,44,3,1,2018-07-17,2018,2,93,541,41,2,1
"3022","2018-06-22",728,728,635,54,7,0,2018-06-22,2018,0,93,581,47,7,0
"3023","2018-06-06",651,648,574,43,12,2,2018-06-06,2018,3,74,531,31,10,2
"3024","2018-04-02",562,561,472,23,5,3,2018-04-02,2018,1,89,449,18,2,3
"3025","2018-05-05",602,600,524,57,14,6,2018-05-05,2018,2,76,467,43,8,6
"3026","2018-03-28",629,627,545,37,2,1,2018-03-28,2018,2,82,508,35,1,1
"3027","2018-02-20",535,532,452,41,11,1,2018-02-20,2018,3,80,411,30,10,1
"3028","2018-02-22",550,546,456,32,8,3,2018-02-22,2018,4,90,424,24,5,3
"3029","2013-06-02",487,487,441,53,16,6,2013-06-02,2013,0,46,388,37,10,6
"3030","2013-04-11",517,517,452,23,3,1,2013-04-11,2013,0,65,429,20,2,1
"3031","2013-04-07",451,451,408,38,2,0,2013-04-07,2013,0,43,370,36,2,0
"3032","2018-01-06",599,599,493,38,6,1,2018-01-06,2018,0,106,455,32,5,1
"3033","2017-12-18",706,700,616,47,9,1,2017-12-18,2017,6,84,569,38,8,1
"3034","2017-10-01",571,569,487,42,14,3,2017-10-01,2017,2,82,445,28,11,3
"3035","2017-09-27",696,693,597,41,6,2,2017-09-27,2017,3,96,556,35,4,2
"3036","2017-09-02",562,561,484,48,13,5,2017-09-02,2017,1,77,436,35,8,5
"3037","2017-08-17",639,638,552,61,11,4,2017-08-17,2017,1,86,491,50,7,4
"3038","2012-12-14",648,648,575,48,7,4,2012-12-14,2012,0,73,527,41,3,4
"3039","2012-08-19",467,467,415,44,12,6,2012-08-19,2012,0,52,371,32,6,6
"3040","2017-07-28",685,683,613,35,8,2,2017-07-28,2017,2,70,578,27,6,2
"3041","2017-06-04",468,466,401,27,9,3,2017-06-04,2017,2,65,374,18,6,3
"3042","2017-05-18",911,908,818,58,5,1,2017-05-18,2017,3,90,760,53,4,1
