"","num_collisions","temp","visib","wdsp","prcp","fog","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","year_2019","year_2020","year_2021","year_2022","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week_1","day_of_week_2","day_of_week_3","day_of_week_4","day_of_week_5","day_of_week_6","day_of_week_7","isMon","isTue","isWed","isThur","isFri","isSat","isSun","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","day"
"1132",630,73.5,10,9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,98,488,35,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
"1133",726,71.2,10,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,82,597,41,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
"1134",545,69.7,10,11.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,458,32,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
"1135",489,67,9.2,13.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,404,28,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
"1136",611,66.9,9.3,6.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,60,522,22,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
"1137",601,67.9,7.5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,78,484,29,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
"1138",643,71.9,7.2,7.9,1.01,1,0,0,0,1,0,0,0,0,0,0,0,3,73,531,31,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
"1139",714,71.1,8.4,5.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,72,586,47,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
"1140",729,70.4,8.6,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,3,74,605,35,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"1141",582,71.8,8.2,6.7,0,1,0,0,0,1,0,0,0,0,0,0,0,4,50,484,42,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15
"1142",552,74.3,9.5,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,55,452,39,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
"1143",592,74.1,7.6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4,72,484,20,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
"1144",623,74.5,8.8,8.8,0,1,0,0,0,1,0,0,0,0,0,0,0,3,57,510,38,13,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
"1145",594,73.9,6.3,5.4,0,1,0,0,0,1,0,0,0,0,0,0,0,4,60,491,29,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
"1146",600,73.4,6.4,9.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63,497,34,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
"1147",753,73.6,7.1,9.7,0,1,0,0,0,1,0,0,0,0,0,0,0,8,88,614,35,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21
"1148",581,73.9,4.8,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,77,461,27,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22
"1149",492,73.4,4.7,7.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,54,383,39,14,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23
"1150",575,71.7,3.8,5.4,0,1,0,0,0,1,0,0,0,0,0,0,0,2,63,470,29,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24
"1151",595,72.8,9.7,7.4,0.01,0,0,0,0,1,0,0,0,0,0,0,0,4,51,496,40,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25
"1152",606,73.8,9.2,7.4,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,57,514,26,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26
"1153",614,72.3,10,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,65,499,43,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
"1154",609,71.4,10,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,508,32,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28
"1155",539,70.3,10,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,67,419,39,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,29
"1156",563,72.6,10,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,62,449,42,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30
"1157",614,74.8,9,11.2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,82,493,26,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31
"1158",626,74.6,9.4,8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,6,71,512,31,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1159",654,66,9.7,5.3,0,1,0,0,0,1,0,0,0,0,0,0,0,5,75,537,29,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"1160",665,74.5,7.5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,70,547,35,9,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1161",643,70.6,6.8,12,0,1,0,0,0,1,0,0,0,0,0,0,0,3,68,532,29,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"1162",541,66.8,10,9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,54,445,35,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
"1163",504,66.6,10,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,63,408,24,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"1164",485,73,10,11.9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,55,395,26,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
"1165",795,76.4,9.1,13.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,75,659,45,11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
"1166",740,75.8,7.6,10.3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,62,623,48,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
"1167",716,73.8,5.6,5.6,0,1,0,0,0,1,0,0,0,0,0,0,0,2,104,566,33,7,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
"1168",765,68.6,9.5,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,72,643,32,8,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11
"1169",554,67.7,9.9,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,68,451,24,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12
"1170",478,68.2,8.8,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,401,24,9,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
"1171",579,67.6,10,14.5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,72,471,24,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
"1172",579,70.8,10,10.1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,88,469,17,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
"1173",748,72.8,10,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,81,615,38,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
"1174",744,69.3,7.8,5.9,0,1,0,0,0,1,0,0,0,0,0,0,0,2,91,609,34,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
"1175",760,70.1,7.9,6.4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,82,635,33,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18
"1176",655,70.4,6.6,5.2,0.01,1,0,0,0,1,0,0,0,0,0,0,0,2,69,541,32,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19
"1177",556,70.7,7.5,8.9,0,1,0,0,0,1,0,0,0,0,0,0,0,2,61,449,32,9,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
"1178",624,63.9,10,17.3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,87,496,27,11,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
"1179",571,63.5,10,10.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61,473,30,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
"1180",501,62.4,10,9.8,0,0,0,0,0,1,0,0,0,0,0,0,0,2,59,395,39,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
"1181",619,61.5,10,9.2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,85,486,34,9,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24
"1182",585,61.2,10,10.3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,76,464,34,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25
"1183",557,59.4,10,11.4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,52,457,37,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26
"1184",493,59.4,10,7,0,0,0,0,0,1,0,0,0,0,0,0,0,4,71,392,21,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27
"1185",586,66.8,9.7,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,54,502,22,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28
"1186",557,69.3,8.5,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,63,462,25,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29
"1187",634,70.5,4.1,15.5,0.34,0,0,0,0,1,0,0,0,0,0,0,0,7,77,518,25,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30
"1188",683,59.7,8.1,21.4,1.26,0,0,0,0,1,0,0,0,0,0,0,0,4,93,556,26,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1189",798,56,4.1,22.5,1.07,0,0,0,0,1,0,0,0,0,0,0,0,1,130,633,31,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"1190",556,55.5,7.9,22.1,1.01,0,0,0,0,1,0,0,0,0,0,0,0,3,80,434,22,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"1191",536,56.2,10,19.2,0.04,0,0,0,0,1,0,0,0,0,0,0,0,2,65,424,35,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"1192",597,58.6,10,17.1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,74,490,21,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"1193",631,59.4,10,10.5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,88,497,35,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"1194",668,57,10,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,85,546,28,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
"1195",666,59.8,10,8.2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,75,561,23,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
"1196",764,58.9,9.8,10.9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,87,623,38,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9
"1197",649,59.2,9,13.1,0.56,0,0,0,0,1,0,0,0,0,0,0,0,2,69,526,44,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10
"1198",559,56,10,8.1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,62,456,27,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
"1199",505,60.2,9.7,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,70,404,22,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
"1200",724,64.4,6.5,8.3,0.18,1,0,0,0,1,0,0,0,0,0,0,0,3,79,598,36,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
"1201",658,63.8,9,11.2,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,67,550,33,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
"1202",683,57.1,10,10.4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,92,549,29,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
"1203",676,60.1,9.8,11.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,84,547,37,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16
"1204",565,52.7,10,8.2,0.07,0,0,0,0,1,0,0,0,0,0,0,0,2,51,462,39,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17
"1205",551,46.1,10,13.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,58,440,41,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
"1206",667,42.8,10,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,95,543,24,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
"1207",714,58.2,9.7,21.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,98,572,38,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20
"1208",720,62.7,9.9,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,4,75,604,34,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
"1209",666,60.5,8.8,9.7,0,1,0,0,0,1,0,0,0,0,0,0,0,3,90,538,33,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
"1210",742,56.2,10,15.4,0.01,0,0,0,0,1,0,0,0,0,0,0,0,3,102,587,43,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23
"1211",519,51.5,10,9.4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,52,423,35,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24
"1212",522,57,9.7,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,58,416,38,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25
"1213",698,52.3,10,12.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,81,566,42,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26
"1214",631,46.7,10,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,514,28,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27
"1215",689,53.8,9.3,13.2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,120,513,41,7,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28
"1216",767,63.2,3.5,17.6,0.54,1,0,0,0,1,0,0,0,0,0,0,0,1,126,589,39,6,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29
"1217",688,57.4,10,11.1,0.4,0,0,0,0,1,0,0,0,0,0,0,0,5,79,558,41,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30
"1218",357,48.9,10,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,43,286,21,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31
"1219",312,57,9.9,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,54,220,25,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1220",613,58.3,9.5,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,75,501,34,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"1221",655,54.4,8.2,6.4,0,1,0,0,0,1,0,0,0,0,0,0,0,2,96,518,33,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"1222",672,57,9.7,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,82,557,21,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"1223",690,58.9,9.1,7.6,0,1,0,0,0,1,0,0,0,0,0,0,0,4,75,554,44,7,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"1224",616,62.3,4.3,11.3,0.14,1,0,0,0,1,0,0,0,0,0,0,0,1,70,507,33,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"1225",500,61.4,6.9,10.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57,394,39,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
"1226",472,53.2,10,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,52,371,36,4,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"1227",615,51.4,10,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,2,73,505,27,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"1228",757,55.8,9.3,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,4,102,597,43,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
"1229",530,56.1,4,20.5,0.72,0,0,0,0,1,0,0,0,0,0,0,0,3,72,435,17,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
"1230",637,52.5,7.3,11.5,0.17,0,0,0,0,1,0,0,0,0,0,0,0,3,84,510,30,7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
"1231",677,58.3,9.8,16.9,0.07,0,0,0,0,1,0,0,0,0,0,0,0,4,74,566,25,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"1232",613,49,10,18.7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,69,492,41,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14
"1233",500,47.6,10,14.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,385,43,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
"1234",618,54,10,8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,76,501,33,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"1235",684,45.3,10,11.9,0,0,0,0,0,1,0,0,0,0,0,0,0,2,83,559,35,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
"1236",628,42.9,10,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,73,523,24,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
"1237",797,50.4,10,11.8,0,0,0,0,0,1,0,0,0,0,0,0,0,4,161,587,41,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
"1238",819,57,7.2,13.6,0.08,0,0,0,0,1,0,0,0,0,0,0,0,3,113,651,39,8,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20
"1239",597,48.8,10,14.3,0.78,0,0,0,0,1,0,0,0,0,0,0,0,1,73,481,30,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21
"1240",431,50.1,8.1,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,57,344,21,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
"1241",704,45.2,8.5,17.4,1.68,0,0,0,0,1,0,0,0,0,0,0,0,1,97,567,34,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
"1242",733,37.5,10,11.7,0.25,0,0,0,0,1,0,0,0,0,0,0,0,2,77,607,35,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
"1243",717,39.6,10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,72,594,42,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
"1244",383,50.1,10,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,311,22,8,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
"1245",480,52.6,9.8,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,62,382,27,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27
"1246",508,54.5,9.1,9.4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,61,406,28,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28
"1247",453,46.1,9.6,9.4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,34,380,29,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
"1248",611,40.5,10,11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,71,505,25,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
"1249",746,40.1,9.3,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,5,119,578,34,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1250",655,53.6,2.3,9.1,0.65,1,0,0,0,1,0,0,0,0,0,0,0,5,107,508,29,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1251",623,53.5,6.4,13,0.11,1,0,0,0,1,0,0,0,0,0,0,0,0,64,524,28,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1252",680,45.6,10,10.9,0.03,0,0,0,0,1,0,0,0,0,0,0,0,2,83,559,30,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1253",629,45.6,10,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,76,502,37,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
"1254",485,45.4,8.5,6.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,64,388,22,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1255",668,50.8,8,9.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,86,548,24,6,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1256",618,47.4,7.8,11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,61,514,33,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"1257",575,43.7,10,8.7,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,62,479,24,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
